element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Mn,2,221.719,0.0015,221.72012,0.00015,1,,,2,3,,
Mn,2,221.736,0.0015,221.73618,0.00015,2,,,3,3,,
Mn,3,222.055,,,,900,,,,,,
Mn,1,222.184,,,,770,,,,,,
Mn,2,222.2573,0.0018,222.25548,0.00015,10D*,,,3,4,,
Mn,2,222.2573,0.0018,222.26249,0.00020,10D*,,,5,5,,
Mn,5,,,222.345,,,1.2e+01,E,7/2,3/2,E2,
Mn,3,222.742,,,,1000,,,,,,
Mn,2,222.994,0.0015,222.99399,0.00025,10,4.8e+07,D,5,6,,
Mn,2,222.999,0.0015,222.99967,0.00020,10,4.9e+07,D,4,5,,
Mn,12,,,223.1,,,7.5e+01,E,1,1,M1,
Mn,12,,,223.1,,,2.1e+00,D,1,1,E2,
Mn,2,223.166,0.0015,223.16576,0.00015,10,5.3e+07,D,3,4,,
Mn,5,,,223.565,,,9.3e-01,E,7/2,5/2,E2,
Mn,21,,,223.64,,,6.7e+02,C,1/2,3/2,M1,
Mn,2,225.956,0.0015,225.9569,0.0003,1,,,1,2,,
Mn,5,,,226.126,,,1.1e+01,E,9/2,5/2,E2,
Mn,19,,,226.8,,,1.4e+02,D,1/2,3/2,M1,
Mn,2,226.9847,0.0006,226.98504,0.00021,30,,,2,1,,
Mn,6,,,227.57,,,1.2e+01,E,2,0,E2,
Mn,2,227.804,0.0015,227.80249,0.00016,5,,,3,4,,
Mn,2,228.198,0.0015,228.19743,0.00021,1,,,3,3,,
Mn,2,229.677,0.0015,229.67685,0.00021,20,,,2,3,,
Mn,2,229.693,0.0015,229.69191,0.00021,3,,,3,2,,
Mn,2,229.759,0.0015,229.7584,0.0003,5,,,1,1,,
Mn,2,229.769,0.002,229.7672,0.0005,5*,,,3,2,,
Mn,2,229.769,0.002,229.7689,0.0011,5*,,,0,1,,
Mn,2,229.8953,0.00015,229.89532,0.00003,60,8.6e+05,C,3,2,,
Mn,2,229.951,0.0015,229.9505,0.0003,5,,,2,1,,
Mn,2,230.020,0.0015,230.0188,0.0004,5,,,7,6,,
Mn,2,230.5003,0.00015,230.50033,0.00003,100,1.46e+06,C+,3,3,,
Mn,2,230.879,0.0015,230.87834,0.00016,5,,,2,2,,
Mn,2,230.897,0.0015,230.89575,0.00016,10,,,3,2,,
Mn,2,231.210,0.0015,231.20876,0.00021,3,,,6,5,,
Mn,2,231.268,0.0015,231.26787,0.00021,30,,,1,1,,
Mn,25,,,231.37,0.04,,8.7866e+06,AA,1/2,3/2,,
Mn,2,231.566,0.0015,231.56521,0.00021,10,,,2,3,,
Mn,2,231.616,0.0015,231.61518,0.00016,5,,,4,3,,
Mn,2,231.828,0.0015,231.82718,0.00011,5,,,2,3,,
Mn,2,231.891,0.0015,231.89169,0.00022,30,,,6,5,,
Mn,2,231.933,0.0015,231.93213,0.00022,8,,,5,4,,
Mn,2,231.9434,0.0006,231.94396,0.00022,1,,,1,2,,
Mn,2,231.997,0.0015,231.99640,0.00016,3,,,1,2,,
Mn,2,232.021,0.0015,232.02082,0.00016,15,,,5,5,,
Mn,2,232.042,0.002,232.0386,0.0005,60*,1.2e+08,D,6,6,,
Mn,2,232.042,0.002,232.04224,0.00011,60*,,,1,2,,
Mn,2,232.087,0.0015,232.08729,0.00016,1,,,4,5,,
Mn,2,232.154,0.0015,232.15288,0.00011,1,,,3,2,,
Mn,2,232.233,0.0015,232.23263,0.00022,8,,,2,3,,
Mn,2,232.466,0.0015,232.46551,0.00022,10,,,5,4,,
Mn,2,232.593,0.0015,232.59306,0.00022,30,,,6,5,,
Mn,2,232.622,0.0015,232.62153,0.00016,12,,,5,4,,
Mn,2,232.689,0.0015,232.68835,0.00016,2,,,4,4,,
Mn,2,232.715,0.0015,232.71511,0.00016,12,9.e+05,D,3,4,,
Mn,2,232.723,0.0015,232.72297,0.00016,5,,,5,5,,
Mn,2,232.763,0.0015,232.7632,0.0004,12,,,6,5,,
Mn,2,232.790,0.0015,232.78985,0.00016,1,,,4,5,,
Mn,2,232.864,0.0015,232.86430,0.00022,15,,,2,3,,
Mn,2,232.874,0.0015,232.87293,0.00016,5,,,2,3,,
Mn,2,232.884,0.0015,232.88465,0.00016,30,,,5,4,,
Mn,2,232.952,0.0015,232.95162,0.00016,15,,,4,4,,
