element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
O,2,351.6794,351.6805,,4,,,7/2,7/2,,
O,2,351.7307,351.7312,,1,,,3/2,3/2,,
O,4,,352.028,,,2.55e+06,B,1/2,3/2,,
O,3,,352.0945,,,1.50e+07,C+,0,1,,
O,2,,352.3096,,,,,3/2,1/2,,
O,2,,352.5567,,,,,1/2,3/2,,
O,3,,353.1223,,,4.45e+07,C+,1,0,,
O,2,,353.1378,,,,,1/2,1/2,,
O,2,,353.2803,,,,,3/2,5/2,,
O,2,353.3004,353.3000,,2,,,5/2,5/2,,
O,3,,353.3385,,,1.11e+07,C+,1,1,,
O,2,,353.3781,,,,,7/2,5/2,,
O,3,,353.4904,,,1.11e+07,C+,1,2,,
O,2,,353.6531,,,2.05e+04,E,3/2,3/2,,
O,2,353.9200,353.9190,,1,,,1/2,3/2,,
O,2,354.3499,354.3498,,2,,,3/2,3/2,,
O,2,,354.3697,,,,,5/2,3/2,,
O,2,354.5044,354.5046,,1,,,1/2,1/2,,
O,2,354.6212,354.6214,,1bl,,,3/2,3/2,,
O,2,354.9091,354.9098,,3,,,3/2,1/2,,
O,2,,354.9368,,,,,3/2,1/2,,
O,2,355.0857,355.0859,,1,1.01e+05,E,1/2,3/2,,
O,3,,355.5241,,,1.82e+07,C+,2,1,,
O,3,,355.6779,,,3.26e+07,C+,2,2,,
O,4,356.039,356.039,,230,1.03e+08,B,3/2,5/2,,
O,2,,356.2128,,,3.77e+03,E,3/2,5/2,,
O,4,356.333,356.333,,270,1.10e+08,B,5/2,7/2,,
O,2,356.6568,356.6569,,2,,,3/2,5/2,,
O,2,,357.3763,,,5.03e+04,D,3/2,3/2,,
O,2,357.4838,357.4845,,3,,,3/2,3/2,,
O,2,358.1487,358.1484,,4,,,5/2,3/2,,
O,2,,358.4661,,,5.17e+04,D,5/2,5/2,,
O,4,,359.308,,,7.15e+06,B,5/2,5/2,,
O,2,,359.6444,,,5.49e+03,E,5/2,3/2,,
O,2,360.5124,360.5127,,3,,,5/2,3/2,,
O,2,360.5530,360.5525,,2,,,3/2,1/2,,
O,4,,361.362,,,3.71e+06,C+,1/2,1/2,,
O,4,,362.066,,,1.85e+06,C+,1/2,3/2,,
O,2,,362.7410,,,6.31e+06,D,3/2,5/2,,
O,2,,362.7737,,,5.25e+06,D,1/2,3/2,,
O,4,,363.134,,,7.31e+05,C+,3/2,1/2,,
O,4,,363.775,,,4.01e+07,C+,3/2,5/2,,
O,4,,363.845,,,2.33e+06,C+,3/2,3/2,,
O,2,,363.9477,,,1.04e+06,D,3/2,3/2,,
O,2,,363.9676,,,9.02e+04,E,3/2,5/2,,
O,4,,364.159,,,4.28e+07,C+,5/2,7/2,,
O,4,,364.159,,,2.85e+06,C+,5/2,5/2,,
O,2,364.6560,364.6558,,3,1.26e+06,D,5/2,5/2,,
O,4,,364.753,,,3.04e+06,C+,3/2,5/2,,
O,3,,365.3767,,,3.97e+02,C,1,2,,
O,2,366.2502,366.2504,,1,1.20e+06,D,3/2,3/2,,
O,4,,366.478,,,3.92e+07,B,1/2,3/2,,
O,4,,366.774,,,3.91e+07,B,1/2,1/2,,
O,2,366.7903,366.7907,,3,,,3/2,1/2,,
O,2,366.9472,366.9472,,3,1.32e+05,E,5/2,3/2,,
O,3,,367.1290,,,4.20e+04,C,1,1,,
O,4,,367.146,,,2.13e+05,C,5/2,3/2,,
O,2,,367.8975,,,1.14e+04,E,5/2,5/2,,
O,4,,368.070,,,1.27e+06,C+,5/2,5/2,,
O,2,,368.2174,,,2.28e+05,D,7/2,5/2,,
O,3,,368.2383,,,2.52e+04,C,1,0,,
O,2,368.3326,368.3322,,1,,,1/2,1/2,,
O,2,,368.6393,,,2.39e+05,D,5/2,3/2,,
O,5,,369.017,,,1.97e+06,B,1,2,,
O,1,,369.23558,,,9.30e+04,D,1,0,,
O,1,,369.23864,,,9.30e+04,C,1,1,,
O,1,,369.23945,,,9.30e+04,C,1,2,,
O,3,,369.5162,,,7.76e+07,B,1,1,,
O,3,,369.5375,,,4.01e+07,C+,1,2,,
O,4,,369.608,,,4.17e+06,C+,5/2,7/2,,
O,5,,369.836,,,1.03e+07,B,1,1,,
O,3,369.870,369.8718,,80,7.62e+07,C+,2,3,,
O,5,,370.265,,,1.98e+07,B,1,2,,
O,5,,370.272,,,1.41e+06,B,2,3,,
O,3,,370.2743,,,5.45e+07,C+,0,1,,
O,3,370.275,,,80,,,,,,
O,3,370.337,370.3355,,80,1.14e+08,C+,3,4,,
O,3,,370.4749,,,8.53e+07,C+,1,1,,
O,3,370.724,370.7272,,110,7.34e+07,C+,1,2,,
O,3,,370.9543,,,1.13e+08,C+,1,0,,
O,3,,371.2493,,,6.59e+07,C+,2,2,,
O,2,371.2741,371.27435,,25,2.75e+07,B,1/2,3/2,,
O,2,,371.396,,,1.56e+05,E,3/2,5/2,,
O,3,,371.4028,,,4.06e+07,C+,1,1,,
O,3,371.508,371.5086,,110,9.73e+07,C+,2,3,,
O,2,,371.562,,,2.11e+06,D,3/2,3/2,,
O,5,,371.731,,,9.63e+06,B,2,2,,
O,3,,372.0890,,,3.74e+07,C+,3,3,,
O,3,,372.1954,,,2.80e+07,C+,2,1,,
O,3,,372.5313,,,2.41e+07,C+,2,2,,
O,5,,372.563,,,2.91e+06,B,2,1,,
O,4,,372.589,,,5.61e+07,B,1/2,3/2,,
O,4,372.593,372.594,,315w,6.01e+07,B,3/2,5/2,,
O,2,,372.6032,,,1.86e-05,C,3/2,3/2,E2,
O,2,372.604,372.6032,,,1.59e-04,C,3/2,3/2,M1,
O,2,372.7320,372.73195,,27,5.64e+07,B,3/2,3/2,,
O,2,,372.8359,,,7.22e+04,C,1/2,1/2,,
O,3,,372.8506,,,1.29e+08,C+,2,3,,
O,2,372.880,372.8815,,,2.86e-05,C,3/2,5/2,E2,
O,2,,372.8815,,,1.98e-06,C,3/2,5/2,M1,
O,3,,372.8838,,,1.45e+08,C+,3,4,,
O,4,372.903,372.903,,360,6.86e+07,B,5/2,7/2,,
O,2,372.9225,372.9221,,14,2.44e+07,C,1/2,3/2,,
O,3,,372.9802,,,1.22e+08,C+,1,2,,
O,3,,373.2135,,,2.67e+06,C+,2,1,,
O,3,,373.4830,,,7.40e+06,C+,3,2,,
O,2,,373.5722,,,4.86e+06,D,3/2,3/2,,
O,2,373.5784,373.5786,,15,2.92e+07,C,3/2,5/2,,
O,2,,373.6095,,,8.99e+04,C,3/2,1/2,,
O,4,,373.668,,,2.23e+07,B,3/2,3/2,,
O,4,373.685,373.685,,410,7.95e+07,B,7/2,9/2,,
O,2,,373.8337,,,1.67e+05,D,5/2,7/2,,
O,2,,373.846,,,2.15e+06,D,5/2,5/2,,
O,2,373.9762,373.9761,,20,2.97e+07,B,3/2,5/2,,
O,2,,373.999,,,8.06e+05,D,3/2,5/2,,
O,2,,374.014,,,2.30e+05,E,5/2,3/2,,
O,2,374.1639,374.1640,,11,4.50e+06,D,7/2,7/2,,
O,3,,374.2632,,,2.24e+07,C+,2,2,,
O,3,374.400,,,110,,,,,,
O,2,,374.4286,,,6.76e+04,C,1/2,3/2,,
O,4,374.489,374.489,,230,1.92e+07,B,5/2,5/2,,
O,5,,374.664,,,1.18e+07,B,3,3,,
O,3,,374.6899,,,1.59e+07,C+,3,3,,
O,2,374.8880,374.8865,,6,,,1/2,1/2,,
O,2,374.9486,374.94841,,30,8.97e+07,B,5/2,3/2,,
O,2,,375.2089,,,4.64e+04,C,3/2,3/2,,
O,3,375.467,375.4696,,150,7.53e+07,C+,1,2,,
O,4,,375.573,,,1.57e+06,B,5/2,3/2,,
O,3,375.721,375.7232,,80,5.56e+07,C+,0,1,,
O,4,,375.839,,,1.11e+07,B,7/2,7/2,,
O,2,,375.906,,,8.51e+05,D,5/2,7/2,,
O,3,375.987,375.9875,,250,9.79e+07,C+,2,3,,
O,3,,376.1166,,,6.22e+05,C+,3,2,,
O,2,376.1400,376.1403,,9,4.37e+06,D,5/2,5/2,,
O,5,,376.158,,,1.61e+06,B,3,2,,
O,4,,376.187,,,5.40e+05,B,3/2,3/2,,
O,2,376.2465,376.2465,,19,3.10e+07,B,3/2,3/2,,
O,2,,376.4748,,,2.18e+05,D,7/2,5/2,,
O,2,,376.483,,,5.64e+04,E,5/2,5/2,,
O,2,,376.5031,,,3.88e+04,C,5/2,3/2,,
O,4,,376.598,,,4.84e+06,B,5/2,3/2,,
O,2,,377.400,,,4.90e+06,D,1/2,3/2,,
O,3,,377.4026,,,3.91e+07,C+,1,1,,
O,4,,377.449,,,7.45e+05,B,7/2,5/2,,
O,2,377.7421,377.7420,,16,2.25e+07,B,3/2,1/2,,
O,2,,378.498,,,5.83e+06,D,3/2,5/2,,
O,2,,378.670,,,9.70e+05,D,3/2,3/2,,
O,4,,378.738,,,8.25e+06,B,1/2,3/2,,
O,4,,379.111,,,5.27e+06,B,3/2,1/2,,
O,3,379.126,379.1275,,110,2.24e+07,C+,2,2,,
O,2,379.4361,379.4359,,14,6.86e+06,C,1/2,3/2,,
O,2,380.2032,380.2025,,4,,,1/2,3/2,,
O,2,380.2985,380.2984,,19,3.41e+07,C,3/2,3/2,,
O,3,,381.0985,,,2.37e+06,C+,2,1,,
O,6,,381.135,,,5.14e+07,A,1/2,3/2,,
O,2,381.3706,381.37301,,6,3.74e+04,C,5/2,5/2,,
O,4,,381.498,,,9.68e+06,B,3/2,5/2,,
O,3,,381.6751,,,9.63e+06,C,2,1,,
O,4,,381.702,,,1.61e+06,B,3/2,3/2,,
O,2,382.1538,382.1532,,15,2.69e+07,C,1/2,1/2,,
O,1,,382.25769,,,1.17e+05,C,3,2,,
O,1,382.341,382.34136,,120,6.63e+05,C+,3,3,,
O,1,,382.38679,,,1.87e+05,C,2,1,,
O,1,,382.43491,,,5.19e+05,C+,2,2,,
O,1,,382.50232,,,5.59e+05,C+,1,1,,
O,1,,382.51865,,,8.31e+04,C,2,3,,
O,1,,382.55046,,,1.12e+05,C,1,2,,
O,2,383.0290,383.0281,,13,1.33e+07,C,3/2,1/2,,
O,2,383.3074,383.30706,,12,1.02e+06,C,5/2,7/2,,
O,6,,383.424,,,5.05e+07,A,1/2,1/2,,
O,2,383.5855,383.58605,,4,2.45e+04,C,3/2,5/2,,
O,2,,383.66972,,,1.64e+04,C,1/2,3/2,,
O,4,,383.759,,,2.16e+06,C+,7/2,9/2,,
O,4,,384.107,,,3.91e+07,B,1/2,3/2,,
O,2,384.2815,384.28138,,15,8.13e+06,C,1/2,3/2,,
O,2,384.3587,384.35832,,14,3.55e+06,C,3/2,5/2,,
O,4,,384.400,,,1.37e+06,C+,5/2,3/2,,
O,4,,384.536,,,4.68e+07,B,3/2,5/2,,
O,2,384.7892,384.78930,,14,1.87e+07,B+,1/2,1/2,,
O,4,,385.039,,,7.77e+06,B,3/2,3/2,,
O,2,385.0797,385.07987,,14,3.40e+06,C,3/2,5/2,,
O,2,385.1032,385.10332,,17,1.52e+07,B+,3/2,3/2,,
O,2,385.1471,385.14735,,15,2.72e+06,C,7/2,7/2,,
O,2,385.2383,385.2395,,9,2.98e+06,D,5/2,5/2,,
O,3,,385.3474,,,5.20e+05,D,1,0,,
O,1,,385.50139,,,1.63e+06,B,2,2,,
O,2,,385.5570,,,2.12e+05,D,3/2,5/2,,
O,2,385.6134,385.61342,,16,2.45e+07,C+,3/2,1/2,,
O,2,385.7166,385.71642,,17,6.59e+06,C,5/2,5/2,,
O,2,,386.0530,,,3.17e+05,D,5/2,3/2,,
O,3,,386.1497,,,1.29e+05,D,1,1,,
O,2,386.3502,386.34969,,17,5.99e+06,B+,5/2,7/2,,
O,2,,386.3718,,,2.85e+06,D,3/2,3/2,,
O,2,386.4125,386.41272,,11,9.12e+06,C,1/2,1/2,,
O,2,386.4426,386.44309,,17,2.06e+07,B+,5/2,5/2,,
O,2,386.4667,386.46671,,16,1.91e+07,C+,5/2,3/2,,
O,4,,386.569,,,1.28e+06,C+,7/2,5/2,,
O,4,,386.479,,,6.40e+04,C,5/2,5/2,,
O,4,,386.874,,,2.03e+06,C+,5/2,7/2,,
O,4,,386.964,,,7.51e+04,C,7/2,7/2,,
O,4,,387.215,,,2.99e+06,B,1/2,3/2,,
O,2,387.2439,387.24382,,10,4.84e+05,C,3/2,1/2,,
O,4,,387.365,,,2.99e+06,B,1/2,1/2,,
O,2,387.4092,387.40918,,12,3.26e+06,C,1/2,3/2,,
O,3,,387.5251,,,3.83e+05,C,2,1,,
O,2,387.5796,387.57997,,13,3.38e+06,C,7/2,5/2,,
O,3,,387.7889,,,5.10e+03,D,1,2,,
O,2,388.2192,388.21937,,20,5.10e+07,B+,7/2,7/2,,
O,2,388.2446,388.24457,,13,8.94e+06,C,3/2,3/2,,
O,2,388.3130,388.31368,,14,1.07e+07,B+,7/2,5/2,,
O,3,,388.6760,,,1.23e+06,C+,1,2,,
O,3,,389.1759,,,7.57e+04,D,2,2,,
O,2,389.3516,389.35180,,11,1.89e+06,C,3/2,5/2,,
O,2,389.6304,389.63032,,10,1.62e+05,C,5/2,3/2,,
O,3,,390.3044,,,1.82e+07,C+,2,2,,
O,2,390.7455,390.74549,,15,8.64e+06,C,5/2,5/2,,
O,3,,391.1803,,,4.17e+05,C,3,2,,
O,2,391.1957,391.1958,,20,1.09e+08,B+,5/2,3/2,,
O,2,391.2107,391.2117,,16,1.41e+07,B,3/2,3/2,,
O,2,391.7537,391.7535,,7,7.64e+05,D,5/2,7/2,,
O,2,391.9285,391.9272,,18,1.22e+08,B+,3/2,1/2,,
O,2,392.6584,392.65806,,5,5.05e+05,C,7/2,5/2,,
O,4,,393.068,,,3.80e+06,B,1/2,1/2,,
O,3,,393.1351,,,2.96e+07,C+,1,1,,
O,3,,393.4823,,,9.93e+07,C+,3,2,,
O,4,,394.206,,,9.42e+06,B,1/2,3/2,,
O,2,,394.2873,,,5.00e+04,E,5/2,5/2,,
O,3,,394.4854,,,1.17e+08,C+,1,0,,
O,2,394.50375,394.50376,,19,2.01e+07,B,1/2,3/2,,
O,4,,394.531,,,1.88e+07,B,3/2,1/2,,
O,2,,394.6199,,,6.98e+05,D,3/2,5/2,,
O,1,394.729,394.72949,,185,4.91e+05,B,2,3,,
O,1,394.748,394.74813,,160,4.88e+05,B,2,2,,
O,1,394.759,394.75862,,140,4.87e+05,B,2,1,,
O,3,,394.8012,,,8.78e+07,C+,2,1,,
O,2,,394.9345,,,9.80e+06,D,3/2,1/2,,
O,1,,395.19278,,,3.10e+05,C,1,0,,
O,1,,395.28877,,,7.74e+04,C,1,1,,
O,1,,395.29751,,,1.29e+05,C,2,1,,
O,1,,395.29996,,,1.03e+05,C,0,1,,
O,2,395.43619,395.43617,,20,8.57e+07,B,1/2,1/2,,
O,1,,395.45192,,,7.73e+04,C,1,2,,
O,1,395.461,395.46067,,100,2.32e+05,C+,2,2,,
O,4,,395.677,,,2.98e+06,B,3/2,3/2,,
O,3,396.159,396.1573,,200,1.25e+08,B,2,3,,
O,2,,396.2963,,,8.73e+06,D,5/2,3/2,,
O,2,,396.6323,,,9.67e+05,D,3/2,3/2,,
O,2,,396.7370,,,1.00e+06,C,1/2,1/2,,
O,2,397.2065,397.2073,,8,,,3/2,1/2,,
O,2,397.32562,397.32560,,24,1.02e+08,B,3/2,3/2,,
O,4,,397.458,,,6.62e+06,B,3/2,5/2,,
O,2,397.4821,397.4824,,6,,,3/2,5/2,,
O,4,,397.540,,,2.38e+06,B,3/2,1/2,,
O,4,,397.709,,,9.91e+06,B,5/2,3/2,,
O,2,398.27140,398.27141,,18,4.16e+07,B,3/2,1/2,,
O,2,398.5418,398.5410,,7,6.68e+05,C,1/2,3/2,,
O,2,399.2757,399.2757,,5,1.27e+05,C,3/2,3/2,,
O,4,,399.508,,,1.52e+07,B,5/2,5/2,,
O,1,,399.79533,,,2.41e+06,B,2,1,,
O,4,,399.940,,,1.17e+06,B,1/2,1/2,,
O,2,400.7462,400.7473,,7,,,5/2,3/2,,
O,2,402.3858,402.3868,,5,,,7/2,5/2,,
O,2,402.6312,402.63037,,5,,,3/2,5/2,,
O,2,403.2248,403.22409,,7,,,5/2,7/2,,
O,2,403.2483,403.24816,,5,,,3/2,5/2,,
O,2,403.3155,403.31554,,8,,,3/2,3/2,,
O,2,403.5068,403.50731,,9,,,5/2,5/2,,
O,2,403.5461,403.54891,,6bl,,,5/2,7/2,,
O,2,404.1289,404.12779,,9,,,5/2,5/2,,
O,2,404.1951,404.19547,,7,,,5/2,3/2,,
O,2,404.4942,404.49476,,8,,,7/2,7/2,,
O,2,404.6113,404.61183,,7,,,7/2,9/2,,
O,2,404.7799,404.77977,,6,,,7/2,5/2,,
O,2,404.8214,404.82163,,11,,,7/2,7/2,,
O,2,405.4081,405.40418,,9*,,,7/2,5/2,,
O,2,405.4081,405.4094,,9*,,,7/2,7/2,,
O,2,405.4081,405.4094,,9*,,,7/2,5/2,,
O,2,405.4528,405.4521,,8*,,,5/2,7/2,,
O,2,405.4528,405.4521,,8*,,,5/2,5/2,,
O,1,,405.477,,,2.72e+05,C+,1,1,,
O,1,,405.479,,,4.56e+05,B,2,1,,
O,1,,405.483,,,9.05e+04,C,0,1,,
O,2,406.0599,406.0600,,13*,,,7/2,9/2,,
O,2,406.0599,406.0600,,13*,,,7/2,7/2,,
O,2,406.1028,406.1029,,12,,,5/2,7/2,,
O,2,,406.17562,,,,,9/2,7/2,,
O,2,406.2936,406.29367,,14,,,9/2,9/2,,
O,2,406.5044,406.50522,,7,,,9/2,7/2,,
O,1,,406.670,,,9.60e+04,C,1,1,,
O,1,,406.671,,,6.43e+03,D,2,1,,
O,1,,406.675,,,1.28e+05,C,0,1,,
O,1,,406.774,,,1.74e+05,C+,1,2,,
O,1,,406.775,,,5.84e+04,C,2,2,,
O,1,,406.951,,,2.35e+05,C+,2,3,,
O,2,406.9623,406.96230,,20,1.42e+08,B+,1/2,3/2,,
O,2,406.9886,406.98819,,21,1.48e+08,B+,3/2,5/2,,
O,2,407.1233,407.12389,,14,,,7/2,9/2,,
O,2,407.2157,407.21525,,23,1.79e+08,B+,5/2,7/2,,
O,3,,407.2643,,,3.37e+07,C+,0,1,,
O,3,,407.3984,,,4.54e+07,C+,1,2,,
O,2,407.5862,407.58617,,24,1.98e+08,B+,7/2,9/2,,
O,2,407.7715,407.77174,,6,,,3/2,3/2,,
O,2,407.8842,407.88424,,17,5.21e+07,B+,3/2,3/2,,
O,3,,408.1020,,,6.02e+07,C+,2,3,,
O,2,408.3895,408.3899,,15,,,5/2,7/2,,
O,3,,408.4260,,,9.02e+04,C,1,1,,
O,2,408.4652,408.46474,,13,7.28e+06,C,5/2,7/2,,
O,2,408.51125,408.51124,,19,4.31e+07,B+,5/2,5/2,,
O,2,,408.65881,,,,,5/2,5/2,,
O,2,408.7152,408.71528,,15,,,3/2,5/2,,
O,2,408.8268,408.82672,,9,,,9/2,9/2,,
O,2,408.9288,408.92878,,19,,,9/2,11/2,,
O,3,,408.9295,,,2.49e+07,C+,1,1,,
O,2,409.29289,409.29287,,17,2.45e+07,B+,7/2,7/2,,
O,2,409.4140,409.41401,,11,3.85e+06,C+,5/2,3/2,,
O,2,409.5644,409.56437,,15,,,5/2,7/2,,
O,2,409.6188,409.61896,,11,,,5/2,5/2,,
O,2,409.6525,409.65260,,15,1.73e+07,C,3/2,5/2,,
O,2,409.6929,409.6934,,9,,,7/2,7/2,,
O,2,409.7258,409.72249,,17*,3.79e+07,C+,1/2,3/2,,
O,2,409.7258,409.72568,,17*,,,7/2,9/2,,
O,2,409.8243,409.82435,,14,,,3/2,5/2,,
O,2,410.3001,410.29994,,14,5.32e+07,C+,1/2,1/2,,
O,3,,410.3066,,,1.48e+07,C+,2,2,,
O,2,410.47231,410.47235,,16,3.29e+07,C+,3/2,5/2,,
O,2,410.4993,410.49899,,18,9.55e+07,C+,3/2,3/2,,
O,2,410.6019,410.60214,,9,1.51e+06,B+,7/2,5/2,,
O,2,410.7091,410.70920,,13,,,5/2,7/2,,
O,2,410.7333,410.73294,,6,,,5/2,5/2,,
O,2,410.8753,410.87538,,9,,,7/2,7/2,,
O,2,410.9287,410.93032,,6,,,7/2,5/2,,
O,2,410.9839,410.9841,,6,1.21e+06,D,5/2,5/2,,
O,2,411.0198,411.0192,,10,2.54e+07,D,5/2,3/2,,
O,2,411.07858,411.07863,,15,8.05e+07,C+,3/2,1/2,,
O,2,411.2022,411.20186,,15,1.81e+07,C,5/2,5/2,,
O,2,411.3835,411.3834,,12,2.41e+07,D,7/2,5/2,,
O,2,,411.4178,,,,,9/2,7/2,,
O,2,411.4502,411.45039,,8,,,9/2,9/2,,
O,4,,411.627,,,2.87e+04,C+,3/2,5/2,,
O,3,,411.8598,,,1.63e+06,C+,2,1,,
O,4,,411.864,,,3.87e+05,B,3/2,3/2,,
O,2,411.9215,411.92165,,22,1.39e+08,C+,5/2,7/2,,
O,5,,411.942,,,3.66e+07,B,1,2,,
O,2,,412.02756,,,,,7/2,7/2,,
O,2,412.0280,412.02783,,17,2.25e+07,C+,5/2,5/2,,
O,5,,412.049,,,3.33e+07,B,1,0,,
O,2,412.0544,412.05468,,14,2.95e+07,C,5/2,3/2,,
O,2,412.14619,412.14626,,14,5.60e+07,C,1/2,1/2,,
O,3,,412.1591,,,1.73e+07,C+,1,2,,
O,4,,412.204,,,4.01e+05,B,5/2,5/2,,
O,5,412.399,412.396,,100,4.81e+07,B,2,3,,
O,4,,412.442,,,4.29e+04,C+,5/2,3/2,,
O,5,,412.549,,,2.70e+07,B,0,1,,
O,2,,412.60980,,,,,9/2,7/2,,
O,2,412.9321,412.93198,,11,1.65e+07,B,3/2,1/2,,
O,2,413.28004,413.28004,,17,8.40e+07,B,1/2,3/2,,
O,5,,413.411,,,3.34e+07,B,1,1,,
O,2,414.0703,414.07010,,8,3.76e+06,B,3/2,3/2,,
O,2,414.1933,414.1933,,12,,,3/2,1/2,,
O,2,414.2065,414.2070,,12,,,3/2,3/2,,
O,2,414.2268,414.2273,,10,,,3/2,5/2,,
O,2,414.3324,414.3320,,9,,,5/2,3/2,,
O,2,414.3516,414.3523,,12,,,5/2,5/2,,
O,2,414.3736,414.3739,,12,,,5/2,7/2,,
O,2,414.5699,414.5689,,6,,,7/2,5/2,,
O,2,414.5907,414.5906,,10,,,7/2,7/2,,
O,2,414.6076,414.6076,,13,,,7/2,9/2,,
O,4,,414.666,,,9.61e+04,B,1/2,3/2,,
O,5,,415.327,,,1.92e+07,B,1,1,,
O,2,415.32980,415.32977,,18,7.28e+07,B,3/2,5/2,,
O,2,415.6530,415.65302,,13,1.94e+07,B,5/2,3/2,,
O,4,,415.752,,,4.77e+05,B,3/2,3/2,,
O,5,,415.886,,,3.39e+07,B,1,2,,
O,2,416.9225,416.92236,,15,2.49e+07,B,5/2,5/2,,
O,3,,417.1768,,,1.67e+07,C+,1,1,,
O,5,,417.852,,,1.12e+07,B,2,2,,
O,4,,418.222,,,3.75e+05,B,1/2,1/2,,
O,2,418.5449,418.5440,,19,1.91e+08,D,5/2,7/2,,
O,3,,418.6975,,,1.65e+07,C+,1,0,,
O,2,,418.9581,,,7.06e+06,D,7/2,7/2,,
O,2,418.9789,418.9788,,20,1.98e+08,D,7/2,9/2,,
O,2,419.2518,419.2512,,12,3.21e+07,D,5/2,3/2,,
O,4,,419.327,,,1.86e+05,B,3/2,1/2,,
O,2,419.6260,419.6273,,6,3.56e+06,D,3/2,3/2,,
O,2,419.6701,419.6697,,10,3.56e+07,D,3/2,1/2,,
O,5,,421.335,,,1.19e+06,B,2,1,,
O,1,,421.7088,,,5.44e+05,C,1,0,,
O,3,,421.8303,,,4.36e+04,C,0,1,,
O,2,422.1703,422.1701,,7,,,5/2,7/2,,
O,1,,422.2757,,,1.36e+05,C,1,1,,
O,1,,422.2771,,,2.26e+05,C,2,1,,
O,1,,422.2818,,,1.81e+05,C,0,1,,
O,2,422.4796,422.4806,,6,,,5/2,5/2,,
O,2,,422.5262,,,,,5/2,7/2,,
O,1,,423.3260,,,1.35e+05,C,1,2,,
O,1,423.327,423.3274,,80,4.04e+05,C+,2,2,,
O,2,423.7930,423.7921,,9,,,3/2,5/2,,
O,3,,423.9483,,,3.62e+05,C,1,1,,
O,2,,424.4765,,,,,3/2,5/2,,
O,2,424.5519,424.5512,,6,,,3/2,3/2,,
O,2,425.3895,425.3894,,15,,,9/2,11/2,,
O,2,,425.3908,,,,,9/2,9/2,,
O,2,425.4121,425.4122,,15,,,7/2,9/2,,
O,2,425.7549,425.7544,,9,,,1/2,3/2,,
O,4,,426.047,,,1.92e+07,B,3/2,5/2,,
O,4,,426.465,,,2.05e+07,B,5/2,7/2,,
O,4,,426.574,,,1.37e+06,B,5/2,5/2,,
O,2,427.3104,427.3101,,11,,,5/2,7/2,,
O,2,427.4240,427.4243,,10,,,7/2,7/2,,
O,2,427.5551,427.55507,,16,,,7/2,9/2,,
O,2,427.5994,427.5993,,11,,,3/2,5/2,,
O,2,427.6281,427.6282,,11,,,5/2,5/2,,
O,2,,427.6620,,,,,3/2,3/2,,
O,2,427.6748,427.67489,,15,,,5/2,7/2,,
O,2,427.7427,427.7426,,14*,,,7/2,5/2,,
O,2,427.7427,427.7427,,14*,,,1/2,3/2,,
O,2,427.7706,427.7695,,6,6.93e+06,D,3/2,5/2,,
O,2,427.7892,427.78935,,12,,,7/2,7/2,,
O,2,427.9156,427.9165,,7,5.77e+06,D,1/2,3/2,,
O,2,428.1318,428.13134,,11,,,5/2,5/2,,
O,2,,428.2021,,,,,5/2,7/2,,
O,2,428.2964,428.29610,,14,,,3/2,5/2,,
O,2,428.3249,428.32512,,9,,,5/2,5/2,,
O,2,428.3727,428.3721,,12,,,3/2,3/2,,
O,2,428.4002,428.4011,,6,,,5/2,3/2,,
O,2,428.4393,428.43992,,7,,,7/2,5/2,,
O,2,428.5687,428.5684,,15,,,5/2,7/2,,
O,3,,428.6177,,,3.20e+01,C,2,1,,
O,2,428.7734,428.7727,,5,1.15e+06,D,3/2,3/2,,
O,2,428.8820,428.8820,,13*,,,1/2,1/2,,
O,2,428.8820,428.8829,,13*,,,1/2,3/2,,
O,2,429.1254,429.12535,,14,,,5/2,7/2,,
O,2,429.1857,429.18528,,7,,,5/2,5/2,,
O,2,429.2211,429.22138,,13,,,5/2,5/2,,
O,2,429.2954,429.2977,,2,,,5/2,3/2,,
O,4,,429.488,,,2.27e+05,C+,7/2,7/2,,
O,4,,429.377,,,8.39e+03,D,5/2,7/2,,
O,2,429.4781,429.47815,,15,,,3/2,5/2,,
O,2,,429.49188,,,,,3/2,3/2,,
O,2,430.2858,430.2853,,9*,,,9/2,9/2,,
O,2,430.2858,430.2853,,9*,,,9/2,7/2,,
O,2,430.3070,430.3071,,8,,,7/2,7/2,,
O,2,430.3609,430.36107,,11,,,7/2,9/2,,
O,2,430.3825,430.38231,,15,,,5/2,7/2,,
O,4,,430.394,,,2.22e+05,C+,5/2,5/2,,
O,4,,430.505,,,1.11e+04,D,7/2,5/2,,
O,2,,430.40838,,,,,5/2,5/2,,
O,2,430.5390,430.53874,,10,,,3/2,5/2,,
O,2,430.5965,430.5965,,4*,,,3/2,3/2,,
O,2,430.5965,430.5965,,4*,,,3/2,1/2,,
O,2,430.6354,430.6350,,5,,,5/2,3/2,,
O,2,430.7233,430.72324,,12,,,1/2,3/2,,
O,2,430.8999,430.8998,,11*,,,1/2,1/2,,
O,2,430.8999,430.9007,,11*,,,1/2,3/2,,
O,2,431.2107,431.2111,,11,,,7/2,7/2,,
O,2,431.3442,431.34415,,12,,,7/2,9/2,,
O,2,431.5393,431.5385,,8*,,,3/2,1/2,,
O,2,431.5393,431.5394,,8*,,,3/2,3/2,,
