element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
O,3,,980.948,,,2.06e+06,C+,2,1,,
O,3,,981.369,,,2.30e+06,B,2,1,,
O,4,,981.895,,,8.56e+03,C,3/2,5/2,,
O,3,,982.047,,,3.69e+06,C+,2,2,,
O,2,,982.055,,,2.17e+06,C,1/2,3/2,,
O,1,,982.5789,,,1.34e+06,C+,4,5,,
O,1,,982.5789,,,2.24e+05,C+,4,4,,
O,1,,982.5789,,,1.92e+04,C+,4,3,,
O,1,,982.5872,,,1.12e+06,C+,3,4,,
O,1,,982.5872,,,4.03e+05,C+,3,3,,
O,1,,982.5872,,,5.37e+04,C+,3,2,,
O,1,,982.5991,,,9.21e+05,C+,2,3,,
O,1,,982.5991,,,5.37e+05,C+,2,2,,
O,1,,982.5991,,,8.95e+04,C+,2,1,,
O,1,,982.6090,,,7.52e+05,C+,1,2,,
O,1,,982.6090,,,6.27e+05,C+,1,1,,
O,1,,982.6137,,,6.27e+05,C+,0,1,,
O,2,,985.004,,,,,3/2,5/2,,
O,4,,986.507,,,2.66e+05,C+,5/2,3/2,,
O,2,989.112,989.112,,7,,,5/2,7/2,,
O,1,,989.1647,,,1.08e+06,C+,1,2,,
O,1,,989.1715,,,1.14e+06,C+,2,3,,
O,1,,989.1715,,,2.00e+05,C+,2,2,,
O,1,,989.1803,,,1.28e+06,C+,3,4,,
O,1,,989.1803,,,1.43e+05,C+,3,3,,
O,1,,989.1803,,,5.63e+03,C,3,2,,
O,2,989.416,989.422,,4,,,5/2,7/2,,
O,2,989.559,989.554,,4,,,7/2,9/2,,
O,2,990.130,990.131,,8*,,,9/2,11/2,,
O,2,990.130,990.131,,8*,,,9/2,9/2,,
O,2,990.130,990.131,,8*,,,7/2,9/2,,
O,2,,990.339,,,,,5/2,5/2,,
O,2,990.346,990.345,,10,,,5/2,7/2,,
O,2,,990.706,,,1.06e+07,C,3/2,3/2,,
O,1,990.905,990.9050+,,120,,,1,0,,
O,2,992.995,992.994,,12*,,,3/2,5/2,,
O,2,992.995,992.999,,12*,,,1/2,3/2,,
O,4,,993.210,,,1.32e+05,C+,3/2,3/2,,
O,2,993.349,993.355,,4,,,5/2,5/2,,
O,2,,993.627,,,,,5/2,7/2,,
O,2,993.646,993.646,,4,,,7/2,7/2,,
O,1,993.698,993.6983+,,140,,,2,1,,
O,2,993.794,993.794,,6*,,,7/2,9/2,,
O,2,993.794,993.794,,6*,,,7/2,7/2,,
O,2,993.794,993.794,,6*,,,5/2,7/2,,
O,1,994.041,994.0408+,,120,,,1,1,,
O,2,995.076,995.081,,5,,,11/2,11/2,,
O,2,995.673,995.686,,5,,,9/2,9/2,,
O,2,995.947,995.946,,11,,,5/2,7/2,,
O,2,996.262,996.263,,12,,,7/2,9/2,,
O,4,,997.969,,,2.04e+05,C+,3/2,1/2,,
O,2,998.243,998.243,,14,,,11/2,13/2,,
O,2,,998.246,,,,,11/2,11/2,,
O,4,,998.548,,,2.03e+04,C+,1/2,3/2,,
O,2,998.854,998.854,,13,,,9/2,11/2,,
O,2,998.974,998.972,,10,,,3/2,5/2,,
O,2,999.027,999.008,,13bl*,,,5/2,7/2,,
O,2,999.027,999.028,,13bl*,,,5/2,7/2,,
O,2,,999.047,,,,,5/2,5/2,,
O,2,999.144,999.148,,12,,,7/2,9/2,,
O,1,999.531,999.5299+,,160,,,3,2,,
O,2,1000.889,1000.887,,14,,,9/2,11/2,,
O,2,1001.087,1001.087,,13,,,7/2,9/2,,
O,2,,1001.243,,,8.19e+06,C,1/2,1/2,,
O,2,1003.289,1003.288,,4,,,7/2,7/2,,
O,4,,1003.36,,,2.00e+05,C+,1/2,1/2,,
O,2,1005.654,1005.659,,4,,,5/2,7/2,,
O,2,1006.008,1005.989,,4,,,7/2,9/2,,
O,2,1007.380,1007.382,,10,,,3/2,5/2,,
O,2,1007.795,1007.791,,11,,,5/2,7/2,,
O,2,,1007.803,,,,,5/2,5/2,,
O,2,1009.748,1009.729,,4,,,7/2,9/2,,
O,2,1009.858,1009.858,,11,,,7/2,9/2,,
O,2,1010.119,1010.119,,11,,,5/2,7/2,,
O,2,1010.172,1010.181,,3,,,3/2,5/2,,
O,2,,1010.236,,,3.99e+06,C,3/2,1/2,,
O,2,1010.610,1010.604,,4,,,5/2,5/2,,
O,2,1010.763,1010.758,,10*,,,9/2,11/2,,
O,2,1010.763,1010.767,,10*,,,11/2,13/2,,
O,2,1010.763,1010.767,,10*,,,11/2,11/2,,
O,2,1011.037,1011.037,,13,,,9/2,11/2,,
O,2,1011.399,1011.409,,4,,,7/2,7/2,,
O,2,1011.690,1011.683,,4,,,5/2,5/2,,
O,2,1011.770,1011.769,,11,,,7/2,9/2,,
O,3,,1011.874,,,3.37e+07,B,2,3,,
O,2,1011.895,1011.898,,4,,,7/2,7/2,,
O,1,,1016.7256,,,3.61e+02,C,1,2,,
O,2,1016.756,1016.759,,4,,,9/2,11/2,,
O,1,,1016.9346,,,1.97e+02,C,1,1,,
O,3,,1025.134,,,1.15e+07,C+,0,1,,
O,3,,1025.278,,,1.55e+07,C+,1,2,,
O,2,1026.760,1026.764,,4,,,3/2,5/2,,
O,2,1027.185,1027.181,,5,,,5/2,7/2,,
O,3,,1032.177,,,2.03e+07,C+,2,3,,
O,2,1032.766,1032.772,,3,,,9/2,11/2,,
O,3,,1036.687,,,8.34e+06,C+,1,1,,
O,1,1042.118,1042.1177+,,120bl,,,1,2,,
O,2,1044.222,1044.220,,3,,,7/2,9/2,,
O,2,1044.507,1044.499,,3,,,5/2,7/2,,
O,3,,1054.702,,,4.75e+06,C+,2,2,,
O,2,,1064.137,,,1.91e+05,D,1/2,1/2,,
O,2,,1066.484,,,1.89e+04,D,1/2,3/2,,
O,3,,1066.780,,,5.10e+05,C+,2,1,,
O,1,,1067.5668,,,2.37e+06,C+,4,5,,
O,1,,1067.5668,,,3.95e+05,C+,4,4,,
O,1,,1067.5668,,,3.39e+04,C+,4,3,,
O,1,,1067.5766,,,1.98e+06,C+,3,4,,
O,1,,1067.5766,,,7.12e+05,C+,3,3,,
O,1,,1067.5766,,,9.49e+04,C+,3,2,,
O,1,,1067.5906,,,1.63e+06,C+,2,3,,
O,1,,1067.5906,,,9.49e+05,C+,2,2,,
O,1,,1067.5906,,,1.58e+05,C+,2,1,,
O,1,,1067.6023,,,1.33e+06,C+,1,2,,
O,1,,1067.6023,,,1.11e+06,C+,1,1,,
O,1,,1067.6079,,,1.11e+06,C+,0,1,,
O,2,,1069.640,,,1.88e+05,D,3/2,1/2,,
O,2,,1072.011,,,1.19e+05,D,3/2,3/2,,
O,1,,1075.3417,,,1.91e+06,C+,1,2,,
O,1,,1075.3498,,,2.02e+06,C+,2,3,,
O,1,,1075.3498,,,3.55e+05,C+,2,2,,
O,1,,1075.3602,,,2.28e+06,C+,3,4,,
O,1,,1075.3602,,,2.54e+05,C+,3,3,,
O,1,,1075.3602,,,1.00e+04,C+,3,2,,
O,2,,1076.327,,,7.37e+03,D,3/2,5/2,,
O,2,,1082.050,,,2.29e+05,D,5/2,3/2,,
O,2,,1086.448,,,6.45e+04,D,5/2,5/2,,
O,4,,1090.57,,,1.92e+05,B,3/2,5/2,,
O,4,,1100.29,,,2.53e+06,B,3/2,3/2,,
O,2,,1101.540,,,2.75e+05,D,7/2,5/2,,
O,1,,1109.1892,,,2.87e+05,C+,1,0,,
O,1,,1109.1896,,,2.15e+05,C+,1,1,,
O,1,,1109.1903,,,1.00e+05,C+,1,2,,
O,1,,1109.2724,,,7.17e+04,C+,2,1,,
O,1,,1109.2732,,,1.67e+05,C+,2,2,,
O,1,,1109.2741,,,1.91e+05,C+,2,3,,
O,1,,1109.4204,,,1.91e+04,C+,3,2,,
O,1,,1109.4214,,,9.55e+04,C+,3,3,,
O,1,,1109.4220,,,2.87e+05,C+,3,4,,
O,2,1111.986,1111.989,,7,,,7/2,7/2,,
O,4,,1117.39,,,2.50e+06,B,5/2,5/2,,
O,4,,1118.01,,,1.80e+04,B,3/2,5/2,,
O,4,,1122.28,,,2.50e+05,B,5/2,5/2,,
O,3,,1123.544,,,8.51e+06,C+,0,1,,
O,3,,1126.489,,,1.14e+07,C+,1,2,,
O,4,,1127.60,,,2.61e+05,B,5/2,3/2,,
O,1,1128.634,1128.6317,,590,2.32e+07,A,1,2,,
O,1,,1128.6406,,,1.29e+07,A,1,1,,
O,1,1128.691,1128.6914,,640,3.09e+07,A,2,3,,
O,1,1128.702,1128.7029,,490,7.74e+06,A,2,2,,
O,1,,1128.7118,,,8.60e+05,A,2,1,,
O,1,1128.732,1128.7318,,490,1.72e+07,A,0,1,,
O,1,1129.510,1129.5103,,490,5.34e+06,A,1,2,,
O,1,1129.768,1129.7682,,540,8.90e+06,A,2,2,,
O,1,1130.238,1130.2378,,590,1.25e+07,A,3,2,,
O,3,,1132.159,,,1.50e+07,C+,2,3,,
O,2,,1133.065,,,7.95e+03,E,3/2,5/2,,
O,2,,1133.333,,,1.11e+05,D,5/2,5/2,,
O,2,,1133.481,,,1.05e+06,B+,1/2,1/2,,
O,3,,1134.914,,,6.20e+06,C+,1,1,,
O,1,1135.869,1135.8690+,,265,,,3,2,,
O,2,1136.262,1136.232,,10,,,3/2,1/2,,
O,1,,1137.3917,,,3.98e+02,C,0,1,,
O,1,,1137.4007,,,1.01e+03,C,2,3,,
O,7,,1143.5,0.7,,1.127e+06,AA,2,3,,
O,3,,1140.389,,,3.66e+06,C+,2,2,,
O,7,,1129.0,0.6,,8.426e+05,AA,1,2,,
O,7,,1150.1,0.7,,2.809e+05,AA,2,2,,
O,4,,1146.21,,,2.26e+05,B,3/2,3/2,,
O,3,,1149.024,,,3.98e+05,C+,2,1,,
O,7,,1127.0,0.6,,6.114e+05,AA,0,1,,
O,7,,1130.0,0.6,,4.585e+05,AA,1,1,,
O,7,,1151.1,0.7,,3.057e+04,AA,2,1,,
O,4,,1150.70,,,2.48e+04,B,5/2,3/2,,
O,2,,1155.484,,,1.01e+05,D,3/2,3/2,,
O,2,,1155.548,,,1.00e+06,B+,1/2,3/2,,
O,2,,1155.762,,,1.12e+04,E,5/2,3/2,,
O,2,1166.306,1166.308,,m,,,3/2,5/2,,
O,6,,1174.42,,,1.19e+06,A,1/2,3/2,,
O,1,,1178.8475,,,4.70e+05,C+,1,0,,
O,1,,1178.8481,,,3.53e+05,C+,1,1,,
O,1,,1178.8493,,,1.65e+05,C+,1,2,,
O,1,,1178.9416,,,1.18e+05,C+,2,1,,
O,1,,1178.9429,,,2.74e+05,C+,2,2,,
O,1,,1178.9444,,,3.13e+05,C+,2,3,,
O,1,,1179.1092,,,3.13e+04,C+,3,2,,
O,1,,1179.1107,,,1.57e+05,C+,3,3,,
O,1,,1179.1118,,,4.70e+05,C+,3,4,,
O,1,,1185.49,,,1.02e+05,C+,1,2,,
O,1,,1185.49,,,5.65e+04,C+,1,1,,
O,1,,1185.50,,,1.36e+05,C+,2,3,,
O,1,,1185.50,,,3.39e+04,C+,2,2,,
O,1,,1185.50,,,3.77e+03,C,2,1,,
O,1,,1185.54,,,7.54e+04,C+,0,1,,
O,1,,1186.8086,,,8.52e+04,C+,1,0,,
O,1,,1186.8086,,,2.13e+04,C+,1,1,,
O,1,,1186.8086,,,8.52e+02,C,1,2,,
O,1,,1186.8185,,,6.39e+04,C+,2,1,,
O,1,,1186.8185,,,1.28e+04,C+,2,2,,
O,1,,1186.8311,,,7.15e+04,C+,3,2,,
O,6,,1189.16,,,1.37e+06,A,3/2,5/2,,
O,1,,1194.6694,,,1.61e+04,C+,4,3,,
O,1,,1194.6817,,,4.17e+03,C,3,3,,
O,1,,1194.6993,,,5.95e+02,C,2,3,,
O,1,,1194.7190,,,1.17e+04,C+,3,2,,
O,1,,1194.7365,,,7.29e+03,C+,2,2,,
O,1,,1194.7513,,,1.88e+03,C,1,2,,
O,1,,1194.7600,,,7.29e+03,C,2,1,,
O,1,,1194.7747,,,9.38e+03,C,1,1,,
O,1,,1194.7817,,,4.17e+03,C,0,1,,
O,6,,1196.43,,,2.24e+05,A,3/2,3/2,,
O,1,,1196.8374,,,1.24e+05,C+,1,2,,
O,1,,1196.9338,,,2.06e+05,C+,2,2,,
O,1,,1197.1052,,,2.89e+05,C+,3,2,,
O,4,,1197.56,,,1.07e+06,B,1/2,1/2,,
O,4,,1200.73,,,2.13e+06,B,3/2,1/2,,
O,3,,1219.271,,,2.54e+04,C+,2,3,,
O,2,,1221.370,,,2.66e+06,C+,1/2,3/2,,
O,3,,1222.896,,,3.39e+04,C+,1,2,,
O,4,,1223.21,,,1.48e+05,B,3/2,5/2,,
O,1,,1226.6758,,,2.35e+05,C+,2,3,,
O,1,,1226.7511,,,2.35e+05,C+,2,2,,
O,1,,1226.8048,,,2.35e+05,C+,2,1,,
O,4,,1228.27,,,3.20e+04,B,3/2,3/2,,
O,4,,1228.94,,,2.88e+05,B,5/2,3/2,,
O,4,,1229.78,,,3.19e+05,B,3/2,1/2,,
O,2,,1234.779,,,1.03e+07,C+,1/2,1/2,,
O,4,,1234.84,,,1.99e+05,B,1/2,3/2,,
O,3,,1235.961,,,1.40e+06,C+,0,1,,
O,3,,1236.797,,,1.64e+05,C+,1,1,,
O,2,,1237.662,,,1.18e+05,D,3/2,5/2,,
O,3,,1239.162,,,1.51e+05,C+,2,2,,
O,1,,1246.3840,,,4.96e+06,C+,4,5,,
O,1,,1246.3840,,,8.27e+05,C+,4,4,,
O,1,,1246.3840,,,7.09e+04,C+,4,3,,
O,1,1246.402,1246.3974,,490*,1.49e+06,C+,3,3,,
O,1,1246.402,1246.3974,,490*,1.98e+05,C+,3,2,,
O,1,1246.402,1246.3974,,490*,4.14e+06,C+,3,4,,
O,1,,1246.4165,,,3.41e+06,C+,2,3,,
O,1,,1246.4165,,,1.98e+06,C+,2,2,,
O,1,,1246.4165,,,3.31e+05,C+,2,1,,
O,1,,1246.4325,,,2.78e+06,C+,1,2,,
O,1,,1246.4325,,,2.32e+06,C+,1,1,,
O,1,,1246.4401,,,2.32e+06,C+,0,1,,
O,3,,1247.033,,,4.09e+06,C+,1,0,,
O,3,,1249.733,,,1.02e+06,C+,1,1,,
O,2,,1249.978,,,1.24e+07,C+,3/2,3/2,,
O,3,,1250.828,,,1.88e+05,C+,3,3,,
O,3,,1251.636,,,1.01e+06,C+,1,2,,
O,3,,1253.437,,,5.25e+04,C+,2,1,,
O,4,,1255.78,,,6.06e+04,B,3/2,3/2,,
O,1,,1256.9886,,,4.05e+06,C+,1,2,,
O,1,1257.004,1256.9996,,450*,7.52e+05,C+,2,2,,
O,1,1257.004,1256.9996,,450*,4.28e+06,C+,2,3,,
O,1,,1257.0138,,,4.82e+06,C+,3,4,,
O,1,,1257.0138,,,5.37e+05,C+,3,3,,
O,1,,1257.0138,,,2.12e+04,C+,3,2,,
O,4,,1257.20,,,7.55e+04,B,1/2,1/2,,
O,4,,1261.33,,,3.14e+05,B,5/2,5/2,,
O,2,,1264.027,,,4.81e+06,C+,3/2,1/2,,
O,2,,1264.075,,,9.24e+04,D,1/2,3/2,,
O,2,,1264.460,,,1.85e+04,D,3/2,3/2,,
O,1,,1265.1869,,,1.76e+05,C+,1,2,,
O,1,,1265.1869,,,9.75e+04,C+,1,1,,
O,1,,1265.1998,,,2.34e+05,C+,2,3,,
O,1,,1265.1998,,,5.85e+04,C+,2,2,,
O,1,,1265.1998,,,6.50e+03,C,2,1,,
O,1,,1265.2415,,,1.30e+05,C+,0,1,,
O,3,,1266.864,,,1.62e+06,C+,2,1,,
O,2,,1267.505,,,5.02e+05,D,3/2,5/2,,
O,3,,1268.819,,,2.91e+06,C+,2,2,,
O,3,,1271.771,,,3.14e+04,C+,3,2,,
O,2,,1276.353,,,6.63e+06,D,3/2,3/2,,
O,4,,1278.91,,,3.59e+05,B,3/2,1/2,,
O,1,,1279.0350,,,1.77e+05,C+,1,1,,
O,1,,1279.0483,,,2.95e+05,C+,2,1,,
O,1,,1279.0908,,,5.89e+04,C+,0,1,,
O,4,,1281.70,,,5.41e+06,B,1/2,1/2,,
O,4,,1295.99,,,1.86e+05,B,5/2,3/2,,
O,2,,1296.502,,,6.56e+06,D,5/2,5/2,,
O,1,1299.077,1299.0742+,,120,,,2,3,,
O,3,,1299.14,,,1.80e+07,C+,3,4,,
O,2,,1301.690,,,1.50e+07,C+,1/2,3/2,,
O,2,,1303.545,,,1.79e+07,C+,3/2,5/2,,
O,1,,1305.3773,,,8.65e+05,C+,1,0,,
O,1,,1305.3784,,,6.49e+05,C+,1,1,,
O,1,,1305.3807,,,3.03e+05,C+,1,2,,
O,1,,1305.4932,,,2.16e+05,C+,2,1,,
O,1,,1305.4954,,,5.05e+05,C+,2,2,,
O,1,,1305.4981,,,5.77e+05,C+,2,3,,
O,1,,1305.6993,,,5.77e+04,C+,3,2,,
O,1,,1305.7020,,,2.88e+05,C+,3,3,,
O,1,,1305.7039,,,8.65e+05,C+,3,4,,
O,2,,1305.762,,,6.88e+05,D,5/2,3/2,,
O,4,,1306.66,,,5.11e+06,B,1/2,3/2,,
O,1,,1307.6521,,,2.86e+05,C+,1,0,,
O,1,1307.691,1307.6904,,160,2.86e+05,C+,1,1,,
O,1,,1307.7007,,,2.86e+05,C+,1,2,,
O,3,,1315.72,,,1.54e+07,C+,2,3,,
O,1,1316.389,1316.3889,,700,7.14e+06,B+,1,1,,
O,1,1316.485,1316.4858,,750,1.19e+07,B+,2,1,,
O,1,1316.511,1316.5131,,640,2.38e+06,B+,0,1,,
O,3,,1328.06,,,1.88e+06,C+,3,3,,
O,2,,1334.235,,,2.79e+06,C+,3/2,3/2,,
O,1,,1341.4853,,,2.08e+05,C+,1,2,,
O,1,,1341.6064,,,3.46e+05,C+,2,2,,
O,1,,1341.8218,,,4.84e+05,C+,3,2,,
O,3,,1343.65,,,1.37e+07,C+,1,2,,
O,2,,1347.976,,,1.59e+07,D,1/2,3/2,,
O,3,,1352.35,,,2.49e+06,C+,2,2,,
O,2,,1354.223,,,1.88e+07,D,3/2,5/2,,
O,2,,1364.328,,,3.06e+06,D,3/2,3/2,,
O,3,,1365.39,,,6.83e+04,C+,3,2,,
O,2,,1371.014,,,2.28e+07,D,3/2,5/2,,
O,2,,1373.353,,,2.43e+07,D,5/2,7/2,,
O,3,,1376.444,,,4.96e+04,C+,1,2,,
O,2,,1377.415,,,1.69e+05,B,5/2,3/2,,
O,2,,1377.613,,,2.07e+04,C+,3/2,3/2,,
O,2,,1389.049,,,1.85e+05,B,3/2,1/2,,
O,2,,1389.206,,,1.80e+05,D,1/2,1/2,,
O,2,,1390.587,,,6.15e+06,C+,1/2,3/2,,
O,2,,1394.207,,,1.03e+07,C+,3/2,5/2,,
O,3,,1397.254,,,4.74e+04,C+,1,1,,
O,2,,1399.999,,,1.21e+07,C+,1/2,1/2,,
O,2,,1401.093,,,1.44e+07,C+,5/2,7/2,,
O,2,,1405.004,,,1.52e+06,D,5/2,5/2,,
O,2,,1406.580,,,3.47e+05,D,3/2,1/2,,
O,1,,1411.0797,,,3.49e+05,C+,1,2,,
O,1,,1411.0797,,,1.94e+05,C+,1,1,,
O,1,,1411.0958,,,4.65e+05,C+,2,3,,
O,1,,1411.0958,,,1.16e+05,C+,2,2,,
O,1,,1411.0958,,,1.29e+04,C+,2,1,,
O,1,,1411.1476,,,2.58e+05,C+,0,1,,
O,2,,1411.236,,,7.54e+06,C+,3/2,3/2,,
O,3,,1414.881,,,4.56e+04,C+,1,0,,
O,3,,1416.473,,,8.83e+06,B,1,1,,
O,2,,1420.930,,,2.31e+06,C,3/2,1/2,,
O,2,,1426.293,,,4.11e+06,C+,5/2,5/2,,
O,3,,1429.701,,,2.02e+05,C+,1,2,,
O,1,,1439.0839,,,2.96e+05,C+,1,1,,
O,1,,1439.1007,,,4.93e+05,C+,2,1,,
O,1,,1439.1546,,,9.86e+04,C+,0,1,,
O,2,,1444.120,,,6.59e+05,C,5/2,3/2,,
O,2,,1458.280,,,7.58e+06,D,1/2,1/2,,
O,3,,1465.770,,,2.50e+05,C+,0,1,,
O,3,,1466.170,,,5.63e+05,C+,2,2,,
O,3,,1473.521,,,2.50e+06,B,2,2,,
O,2,,1477.437,,,3.65e+06,D,3/2,1/2,,
O,2,,1481.698,,,1.81e+06,D,1/2,3/2,,
O,3,,1487.571,,,1.80e+05,C+,1,1,,
O,2,,1492.941,,,8.55e+04,D,3/2,5/2,,
O,2,,1501.479,,,8.68e+06,D,3/2,3/2,,
O,3,,1512.023,,,6.85e+05,C+,1,0,,
O,2,,1522.157,,,1.24e+06,D,5/2,5/2,,
O,3,,1527.093,,,2.77e+05,C+,2,1,,
O,4,,1528.40,,,7.47e+03,B,1/2,3/2,,
O,2,,1532.108,,,1.32e+04,D,3/2,3/2,,
O,4,,1533.56,,,2.96e+04,B,1/2,1/2,,
O,4,,1543.03,,,7.50e+03,B,3/2,5/2,,
O,4,,1546.37,,,1.01e+05,B,3/2,3/2,,
O,1,,1547.6270,,,1.55e+04,C+,3,4,,
O,1,,1547.6270,,,1.73e+03,C,3,3,,
O,1,,1547.6270,,,6.82e+01,D,3,2,,
O,1,,1550.5360,,,1.37e+04,C+,2,3,,
O,1,,1550.5360,,,2.40e+03,C,2,2,,
O,1,,1552.4371,,,1.29e+04,C+,1,2,,
O,2,,1557.979,,,6.27e+04,D,1/2,3/2,,
O,2,,1561.137,,,1.03e+07,D,7/2,5/2,,
O,4,,1562.56,,,1.01e+05,B,5/2,5/2,,
O,2,,1562.894,,,8.58e+06,D,5/2,3/2,,
O,4,,1565.99,,,1.08e+04,B,5/2,3/2,,
O,1,,1566.5098,,,1.83e+05,C+,1,0,,
O,1,,1566.5648,,,4.57e+04,C+,1,1,,
O,1,,1566.5796,,,1.83e+03,C,1,2,,
O,1,,1566.5820,,,1.37e+05,C+,2,1,,
O,1,,1566.5967,,,2.74e+04,C+,2,2,,
O,1,,1566.6188,,,1.54e+05,C+,3,2,,
O,4,,1569.92,,,3.45e+04,B,3/2,3/2,,
O,4,,1575.37,,,1.36e+04,B,3/2,1/2,,
O,2,,1586.656,,,1.69e+04,D,1/2,3/2,,
O,2,,1588.209,,,3.37e+03,D,3/2,3/2,,
O,2,,1588.325,,,2.02e+04,D,3/2,5/2,,
O,1,,1588.7642,,,1.93e+06,C+,1,0,,
O,1,,1588.7675,,,1.45e+06,C+,1,1,,
O,1,,1588.7743,,,6.75e+05,C+,1,2,,
O,1,,1588.9374,,,4.82e+05,C+,2,1,,
O,1,,1588.9443,,,1.13e+06,C+,2,2,,
O,1,,1588.9523,,,1.29e+06,C+,2,3,,
O,1,,1589.2463,,,1.29e+05,C+,3,2,,
O,1,,1589.2544,,,6.43e+05,C+,3,3,,
O,1,,1589.2602,,,1.93e+06,C+,3,4,,
O,1,,1610.9087,,,3.12e+04,C+,4,3,,
O,1,,1610.9310,,,8.08e+03,C+,3,3,,
O,1,,1610.9629,,,1.15e+03,C,2,3,,
O,1,,1611.0608,,,2.26e+04,C+,3,2,,
O,1,,1611.0928,,,1.41e+04,C+,2,2,,
O,1,,1611.1195,,,3.63e+03,C+,1,2,,
O,1,,1611.1854,,,1.41e+04,C+,2,1,,
O,1,,1611.2122,,,1.82e+04,C+,1,1,,
O,1,,1611.2249,,,8.07e+03,C+,0,1,,
O,1,1621.206,1621.205+,,160,,,2,2,,
O,2,,1658.739,,,1.37e+05,D,3/2,5/2,,
O,2,,1673.926,,,1.87e+06,D,5/2,5/2,,
O,1,,1686.9216,,,3.99e+05,C+,1,2,,
O,1,,1687.1132,,,6.64e+05,C+,2,2,,
O,1,,1687.4538,,,9.30e+05,C+,3,2,,
O,2,,1707.231,,,1.70e+06,D,3/2,3/2,,
O,2,,1723.322,,,1.83e+05,D,5/2,3/2,,
O,2,,1728.982,,,4.07e+03,E,3/2,3/2,,
O,2,,1729.703,,,4.07e+04,D,3/2,1/2,,
O,1,,1745.3212,,,8.85e+05,C+,1,2,,
O,1,,1745.3212,,,4.92e+05,C+,1,1,,
O,1,,1745.3459,,,1.18e+06,C+,2,3,,
O,1,,1745.3459,,,2.95e+05,C+,2,2,,
O,1,,1745.3459,,,3.28e+04,C+,2,1,,
O,1,,1745.4251,,,6.56e+05,C+,0,1,,
O,1,,1769.4928,,,2.52e+04,C+,3,4,,
O,1,,1769.4928,,,2.81e+03,C+,3,3,,
O,1,,1769.4928,,,1.11e+02,D,3,2,,
O,1,,1773.2966,,,2.22e+04,C+,2,3,,
O,1,,1773.2966,,,3.90e+03,C+,2,2,,
O,1,,1775.7837,,,2.09e+04,C+,1,2,,
O,2,,1779.15,,,1.40e+05,C,1/2,3/2,,
O,2,,1781.10,,,6.96e+05,C,3/2,3/2,,
O,2,,1783.39,,,3.34e+04,D,5/2,3/2,,
O,1,1796.670,1796.670+,,120,,,4,5,,
O,1,,1802.083,,,1.48e+07,C+,4,5,,
O,1,,1802.083,,,2.46e+06,C+,4,4,,
O,1,,1802.083,,,2.11e+05,C+,4,3,,
O,1,1802.121,1802.111,,590*,4.43e+06,C+,3,3,,
O,1,1802.121,1802.111,,590*,5.91e+05,C+,3,2,,
O,1,1802.121,1802.111,,590*,1.23e+07,C+,3,4,,
O,1,,1802.151,,,1.01e+07,C+,2,3,,
O,1,,1802.151,,,5.91e+06,C+,2,2,,
O,1,,1802.151,,,9.85e+05,C+,2,1,,
O,1,,1802.184,,,8.27e+06,C+,1,2,,
O,1,,1802.184,,,6.90e+06,C+,1,1,,
O,1,,1802.200,,,6.90e+06,C+,0,1,,
O,1,1804.148,1804.148+,,120,,,4,5,,
O,1,1804.219,1804.219+,,120,,,4,5,,
O,1,1804.623,1804.623+,,120,,,5,6,,
O,1,,1822.901,,,5.68e+05,C+,1,1,,
O,1,1822.923,1822.928,,140,9.47e+05,C+,2,1,,
O,1,,1823.014,,,1.89e+05,C+,0,1,,
O,1,,1824.331,,,1.24e+07,C+,1,2,,
O,1,1824.363,1824.354,,540*,2.30e+06,C+,2,2,,
O,1,1824.363,1824.354,,540*,1.31e+07,C+,2,3,,
O,1,,1824.384,,,1.47e+07,C+,3,4,,
O,1,,1824.384,,,1.64e+06,C+,3,3,,
O,1,,1824.384,,,6.48e+04,C+,3,2,,
O,2,,1843.14,,,5.02e+05,C,1/2,1/2,,
O,2,,1845.24,,,2.50e+05,C,3/2,1/2,,
O,2,,1863.08,,,4.83e+04,D,1/2,3/2,,
O,2,,1863.92,,,1.93e+05,D,1/2,1/2,,
O,2,,1894.46,,,2.30e+05,D,3/2,3/2,,
O,2,,1895.33,,,9.18e+04,D,3/2,1/2,,
O,1,,1945.810,,,9.02e+03,C+,1,0,,
O,1,,1945.811,,,6.02e+03,C+,2,1,,
O,1,,1945.811,,,3.01e+03,C+,1,1,,
O,1,,1945.813,,,6.19e+03,C+,3,2,,
O,1,,1945.813,,,2.58e+03,C+,2,2,,
O,1,,1945.813,,,2.58e+02,C,1,2,,
O,1,,1945.817,,,6.91e+03,C+,4,3,,
O,1,,1945.817,,,1.93e+03,C+,3,3,,
O,1,,1945.817,,,1.84e+02,C,2,3,,
O,1,,1945.818,,,7.88e+03,C+,5,4,,
O,1,,1945.818,,,1.07e+03,C+,4,4,,
O,1,,1945.818,,,7.16e+01,D,3,4,,
O,2,,1984.14,,,3.85e+03,D,3/2,5/2,,
O,2,,1984.96,,,5.20e+04,D,3/2,3/2,,
