element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Type,
N,1,,,692.2713,,,7.0e+02,C,,
N,1,,,692.6670,,,7.75e+05,B,,
N,2,,,694.175,,,2.81e+06,B,,
N,1,,,694.5177,,,1.83e+06,B,,
N,1,,,695.1600,,,1.03e+06,B,,
N,1,,,696.0496,,,4.67e+05,B,,
N,2,,,696.681,,,1.12e+06,B,,
N,1,,,697.3074,,,3.83e+05,B,,
N,2,,,697.356,,,2.62e+06,B,,
N,2,,,697.563,,,3.42e+06,B,,
N,1,,,697.9185,,,9.83e+05,B,,
N,1,,,698.2025,,,2.04e+06,B,,
N,2,,,700.094,,,9.82e+04,B,,
N,2,,,701.398,,,3.00e+06,B,,
N,2,,,701.473,,,5.83e+05,B,,
N,4,,,710.324,,,6.28e+06,B,,
N,4,,,710.935,,,8.46e+06,B,,
N,4,,,711.128,,,4.70e+06,B,,
N,4,,,712.298,,,1.12e+07,B,,
N,4,,,712.725,,,2.80e+06,B,,
N,4,,,712.918,,,3.11e+05,B,,
N,2,,,713.885,,,2.33e+06,C,,
N,2,,,715.675,,,2.27e+04,D,,
N,2,,,718.154,,,2.06e+04,D,,
N,2,,,718.818,,,6.34e+05,C,,
N,2,,,719.710,,,9.98e+04,D,,
N,2,,,721.471,,,9.03e+04,C,,
N,2,,,721.505,,,1.52e+06,C,,
N,2,,,724.178,,,8.38e+05,C,,
N,2,,,725.654,,,1.10e+06,C,,
N,2,,,726.255,,,1.42e+01,D,,
N,1,,,730.6559,,,4.03e+04,C,,
N,1,,,731.8975,,,5.41e+05,C,,
N,5,,,732.657,,,3.53e+07,B,,
N,5,,,732.909,,,4.23e+07,B,,
N,5,,,732.974,,,7.05e+06,B,,
N,1,,,734.7570,,,5.55e+05,C,,
N,1,,,735.1363,,,1.32e+06,D+,,
N,3,,,735.627,,,2.63e+05,B,,
N,1,,,736.0126,,,5.91e+04,C,,
N,1,,,736.6146,,,1.31e+06,D+,,
N,3,,,737.151,,,3.53e+06,B,,
N,1,,,737.8513,,,1.30e+06,D+,,
N,1,,,738.0100,,,1.94e+03,C,,
N,1,,,739.0826,,,4.3e-04,D,M1,
N,1,739.864,,,,210,,,,
N,1,,,740.3388,,,1.14e+04,B,,
N,3,,,740.454,,,3.61e+06,B,,
N,1,,,740.5680,,,4.39e+03,B,,
N,3,,,740.570,,,1.94e+06,B,,
N,1,740.612,,740.6122,,160,1.52e+06,C,,
N,1,740.624,,740.6239,,265,1.63e+06,C,,
N,3,,,740.674,,,2.33e+06,B,,
N,3,,,740.674,,,3.88e+05,B,,
N,3,,,741.999,,,3.85e+05,B,,
N,1,,,742.1943,,,1.63e+04,B,,
N,1,742.364,,742.3641,,685,5.64e+06,B+,,
N,1,,,742.8753,,,9.06e+05,D+,,
N,1,,,743.6545,,,1.4e-03,D,M1,
N,1,,,743.6813,,,5.0e-04,D,M1,
N,1,744.229,,744.2298,,785,1.19e+07,B+,,
N,1,,,744.2621,,,9.01e+04,D+,,
N,1,,,744.7815,,,1.49e+04,B,,
N,1,,,744.8262,,,1.07e+05,C,,
N,2,,,745.095,,,2.29e+04,D,,
N,1,746.831,,746.8312,,900,1.96e+07,B+,,
N,1,,,748.5178,,,7.97e+05,D+,,
N,4,,,749.020,,,4.00e-08,D,E2,
N,1,,,750.7609,,,2.30e+05,C+,,
N,2,,,752.812,,,6.61e+03,B,,
N,4,,,753.122,,,2.00e-03,C,M1,
N,4,,,753.122,,,8.62e-07,D,E2,
N,2,,,753.857,,,4.66e+04,D,,
N,2,,,754.536,,,4.53e+04,C,,
N,1,,,754.6209,,,2.85e+06,B,,
N,1,,,755.0914,,,1.79e+06,B,,
N,2,,,755.456,,,2.52e+03,D,,
N,2,,,755.905,,,1.90e+03,D,,
N,1,,,758.7571,,,7.01e+05,D+,,
N,4,,,760.270,,,6.48e-03,C,M1,
N,4,,,760.270,,,5.72e-06,D+,E2,
N,1,760.880,,,,185,,,,
N,5,761.846,0.005,,,60w,,,,
N,1,,,762.8180,,,6.90e+05,D+,,
N,2,,,764.971,,,1.53e+04,D,,
N,1,,,765.4044,,,6.83e+05,D+,,
N,1,,,770.351,,,6.93e+05,C,,
N,1,,,772.721,,,1.37e+06,C,,
N,2,776.224,,776.224,,450,8.49e+06,B,,
N,5,,,781.371,,,2.26e+06,B,,
N,5,,,781.481,,,2.04e+07,B,,
N,5,,,781.609,,,2.26e+07,B,,
N,1,,,788.6224,,,6.86e+05,C,,
N,1,,,789.3976,,,8.21e+05,C,,
N,2,,,789.763,,,2.27e+07,B,,
N,1,,,789.8982,,,2.82e+07,C,,
N,1,,,789.9284,,,3.28e+06,C,,
N,2,,,790.608,,,4.22e+03,D,,
N,1,,,790.8471,,,1.36e+05,C,,
N,1,,,791.5419,,,3.13e+07,C,,
N,2,,,793.818,,,4.45e+04,D,,
N,2,,,808.908,,,1.01e+04,C+,,
N,1,,,810.5668,,,2.36e+05,D+,,
N,2,,,812.814,,,5.55e+04,C+,,
N,1,,,812.9172,,,1.17e+06,D+,,
N,1,,,815.0682,,,9.29e+05,D+,,
N,5,,,815.949,,,2.41e+07,B,,
N,5,,,816.342,,,4.80e+07,B,,
N,1,,,816.6233,,,1.32e+07,C,,
N,1,,,816.6557,,,9.39e+05,C,,
N,1,,,817.4448,,,4.60e+05,D+,,
N,1,818.487,,818.4861,,400,8.21e+06,B+,,
N,1,818.802,,818.8012,,400,1.25e+07,B+,,
N,1,820.036,,820.0357,,250,4.68e+06,B+,,
N,1,,,820.1437,,,1.39e+06,C,,
N,1,,,820.1763,,,1.25e+07,C,,
N,1,821.072,,821.0715,,300,5.23e+06,B+,,
N,1,821.634,,821.6336,,570,2.26e+07,B+,,
N,1,822.314,,822.3128,,400,2.62e+07,B+,,
N,1,824.239,,824.2389,,400,1.31e+07,B+,,
N,2,,,829.621,,,2.32e+06,B,,
N,3,,,830.751,,,1.65e+06,B,,
N,3,,,834.495,,,6.52e+06,B,,
N,3,,,838.639,,,8.03e+06,B,,
N,3,,,842.456,,,3.17e+06,B,,
N,2,843.874,,843.874,,550,1.91e+07,B,,
N,3,,,844.434,,,5.43e+04,B,,
N,3,,,844.434,,,9.05e+03,B,,
N,3,,,849.529,,,4.44e+04,B,,
N,2,,,856.662,,,3.16e+05,C+,,
N,1,856.774,,856.7735,,500,4.86e+06,B+,,
N,1,859.400,,859.4000,,570,2.09e+07,B+,,
N,2,,,860.433,,,4.67e+06,C+,,
N,1,862.924,,862.9235,,650,2.67e+07,B+,,
N,3,,,865.293,,,8.45e+05,B,,
N,3,,,865.436,,,1.69e+06,B,,
N,1,,,865.5748,,,5.46e+06,C,,
N,1,865.589,,865.5878,,500,1.07e+07,B+,,
N,1,,,865.6112,,,6.06e+05,C,,
N,2,,,866.045,,,7.64e+06,C+,,
N,1,,,866.4386,,,1.63e+05,C,,
N,1,,,866.6935,,,6.04e+06,C,,
N,2,867.608,,867.609,,220,2.55e+07,C+,,
N,1,868.028,,868.0282,,700,2.53e+07,B+,,
N,1,868.340,,868.3403,,650,1.88e+07,B+,,
N,1,868.615,,868.6149,,500,1.15e+07,B+,,
N,2,868.743,,868.743,,110,1.16e+06,D,,
N,2,,,869.490,,,3.02e+07,C+,,
N,2,869.900,,869.899,,110w,2.26e+07,C+,,
N,1,870.325,,870.3247,,500,2.16e+07,B+,,
N,2,871.054,,,,160w,,,,
N,1,871.170,,871.1703,,570,1.29e+07,B+,,
N,1,871.883,,871.8837,,500,6.54e+06,B+,,
N,1,872.889,,872.8901,,250,3.75e+06,B+,,
N,1,874.736,,874.7369,,200,9.65e+05,B+,,
N,1,,,875.821,,,2.62e+04,C,,
N,1,,,876.735,,,1.22e+05,C,,
N,2,,,883.175,,,8.42e+05,C+,,
N,1,,,884.357,,,7.5e+04,C,,
N,2,,,885.530,,,2.51e+06,C+,,
N,1,,,886.424,,,9.8e+04,C,,
N,2,,,889.329,,,4.12e+06,C+,,
N,2,,,893.003,,,4.83e+06,C+,,
N,2,,,898.618,,,1.42e+07,C+,,
N,3,,,900.321,,,3.28e+06,B,,
N,3,,,900.986,,,3.28e+06,B,,
N,2,,,901.042,,,6.27e+06,C+,,
N,1,,,902.0693,,,3.68e+05,C,,
N,1,,,902.8922,,,3.20e+07,C,,
N,2,,,903.204,,,4.67e+06,C+,,
N,1,,,904.5878,,,2.80e+07,B,,
N,1,,,904.9492,,,1.88e+06,B,,
N,1,,,904.9889,,,2.60e+07,B,,
N,1,,,906.0475,,,3.21e+07,C,,
N,2,,,906.951,,,1.85e+07,C+,,
N,2,,,908.948,,,7.64e+06,C+,,
N,4,,,916.507,,,4.23e+06,B,,
N,4,,,918.216,,,4.45e+06,B,,
N,1,,,918.7453,,,2.44e+07,C+,,
N,1,,,918.7863,,,1.76e+06,C+,,
N,1,,,920.7592,,,2.70e+06,C+,,
N,1,,,920.8003,,,2.33e+07,C+,,
N,2,,,921.706,,,4.07e+06,C+,,
N,4,,,922.299,,,4.95e+06,B,,
N,3,,,923.074,,,1.51e+07,B,,
N,3,,,924.021,,,1.08e+07,B,,
N,4,,,924.704,,,7.66e+05,B,,
N,3,,,926.899,,,5.97e+06,B,,
N,3,,,928.552,,,4.75e+06,B,,
N,4,,,931.155,,,5.36e+05,B,,
N,3,,,932.423,,,2.93e+07,B,,
N,2,,,932.577,,,3.93e+06,C+,,
N,3,,,934.210,,,2.45e+07,B,,
N,1,,,936.121,,,9.51e+05,C+,,
N,2,,,936.573,,,3.88e+06,C+,,
N,4,,,937.829,,,2.07e+04,B,,
N,1,,,938.212,,,1.36e+07,C+,,
N,1,938.680,,938.6805,,500,2.13e+07,B,,
N,3,,,938.842,,,1.55e+07,B,,
N,1,939.279,,939.2793,,570,2.51e+07,B,,
N,1,,,939.5848,,,1.8e+04,D,,
N,2,,,939.964,,,1.04e+04,B,,
N,3,,,940.246,,,2.74e+07,B,,
N,1,,,941.9387,,,2.93e+04,C+,,
N,3,,,942.453,,,2.72e+07,B,,
N,1,946.068,,946.0676,,250,3.73e+06,B,,
N,1,,,946.4169,,,3.50e+05,C,,
N,1,,,949.3774,,,4.06e+02,C+,,
N,1,,,953.049,,,1.31e+04,C+,,
N,1,,,953.450,,,2.89e+05,C+,,
N,6,,,998.0,0.6,,3.276e+06,AA,,
N,3,,,963.164,,,2.00e+07,B,,
N,1,,,965.8981,,,8.7e+03,C,,
N,1,,,966.0120,,,2.49e+04,C,,
N,1,,,968.1271,,,8.1e+04,C,,
N,3,,,968.614,,,2.36e+07,B,,
N,3,,,968.614,,,3.93e+06,B,,
N,2,,,968.898,,,5.12e+04,D,,
N,1,,,969.4010,,,6.3e+04,C,,
N,1,,,970.8451,,,3.18e+03,B+,,
N,1,,,971.6462,,,1.34e+04,C,,
N,1,,,974.0385,,,9.03e+03,B+,,
N,1,,,974.2122,,,4.91e+01,C,,
N,1,,,977.690,,,1.40e+06,B,,
N,1,,,978.678,,,1.18e+06,B,,
N,1,,,978.829,,,3.83e+06,B,,
N,1,,,979.856,,,3.33e+06,B,,
N,1,,,981.001,,,5.42e+06,B,,
N,1,,,981.4021,,,7.00e+05,B,,
N,1,,,982.275,,,5.74e+06,B,,
N,1,,,983.461,,,4.50e+06,B,,
N,5,,,984.108,,,8.31e+06,B,,
N,5,,,984.379,,,8.31e+06,B,,
N,1,986.333,,986.3334,,200,1.03e+07,B,,
N,2,986.541,,,,160w,,,,
N,2,986.821,,,,110w,,,,
N,1,,,987.215,,,2.97e+06,B,,
N,1,,,988.338,,,1.83e+06,B,,
N,2,988.739,,,,160w,,,,
N,2,989.109,,,,220w,,,,
N,1,,,990.552,,,1.83e+05,C,,
N,1,,,990.922,,,4.07e+05,B,,
N,1,,,991.240,,,1.3e+04,D,,
N,1,,,993.147,,,2.02e+06,B,,
N,1,,,994.7066,,,6.1e+05,C,,
N,1,,,995.648,,,9.1e+03,D,,
N,2,996.186,,,,160w,,,,
N,1,,,996.5747,,,3.48e+05,B,,
N,1,,,996.851,,,2.23e+05,C,,
N,2,996.934,,,,220w,,,,
N,1,,,998.0422,,,4.86e+05,C,,
N,1,,,999.7729,,,4.85e+05,C,,
N,1,,,1000.3041,,,1.39e+06,B,,
N,1,,,1001.7826,,,1.07e+06,C,,
N,2,1002.327,,,,285w,,,,
N,2,1003.545,,,,220w,,,,
N,1,,,1005.4277,,,8.22e+05,C+,,
N,2,1006.515,,,,220w,,,,
N,1,,,1006.9214,,,2.78e+04,C,,
N,2,1007.012,,,,160w,,,,
N,3,,,1007.95,,,3.29e+06,B,,
N,1,1010.513,,1010.5132,,250,2.81e+07,B,,
N,1,1010.889,,1010.8892,,300,3.02e+07,B,,
N,1,1011.248,,1011.2481,,350,3.41e+07,B,,
N,1,1011.464,,1011.464,,400,3.90e+07,B,,
N,1,,,1011.5459,,,7.6e+04,C,,
N,2,1012.627,,,,110w,,,,
N,1,,,1012.8279,,,9.84e+06,B,,
N,1,,,1013.8653,,,2.08e+04,C,,
N,3,,,1014.49,,,6.45e+06,B,,
N,1,,,1014.7267,,,7.32e+06,B,,
N,1,,,1015.5080,,,4.35e+05,C,,
N,1,,,1016.4848,,,3.83e+06,B,,
N,1,,,1016.6801,,,5.64e+05,B,,
N,1,,,1017.8457,,,1.63e+04,C,,
N,1,,,1019.9995,,,2.39e+05,B,,
N,1,,,1021.15,,,9.10e+06,C,,
N,1,,,1021.32,,,8.48e+05,C,,
N,1,,,1021.7362,,,4.34e+03,C,,
N,1,,,1023.81,,,8.00e+06,C,,
N,3,,,1026.78,,,9.34e+06,B,,
N,1,,,1030.7963,,,2.91e+02,C,,
N,1,,,1035.4844,,,2.50e+03,C,,
N,1,,,1035.9834,,,9.26e+04,B,,
N,1,,,1036.5688,,,6.05e+04,B,,
N,1,,,1037.5693,,,3.00e+02,C,,
N,1,,,1037.63,,,2.01e+07,C+,,
N,1,,,1038.24,,,1.47e+06,C+,,
N,1,,,1038.5480,,,3.66e+04,B,,
N,1,,,1039.3232,,,5.4e+02,C,,
N,1,,,1039.7738,,,1.02e-03,C,M1,
N,1,,,1039.7738,,,6.0e-02,C,E2,
N,1,,,1039.8155,,,3.45e-02,C,E2,
N,1,,,1040.1288,,,6.5e+01,C,,
N,1,,,1040.19,,,2.22e+06,C+,,
N,1,,,1040.7169,,,1.81e-03,C,M1,
N,1,,,1040.7169,,,2.56e-02,C,E2,
N,1,,,1040.7587,,,1.13e-03,C,M1,
N,1,,,1040.7587,,,5.2e-02,C,E2,
N,1,,,1040.81,,,2.06e+07,C+,,
N,1,,,1041.4236,,,6.5e+02,C,,
N,1,,,1042.7140,,,1.80e+02,B,,
N,3,,,1044.22,,,1.26e+06,B,,
N,3,,,1047.78,,,1.24e+05,B,,
N,3,,,1049.18,,,1.24e+06,B,,
N,1,,,1050.027,,,6.54e+06,B+,,
N,1,,,1050.700,,,1.32e+07,B+,,
N,1,,,1051.341,,,1.91e+07,B+,,
N,1,,,1052.058,,,1.59e+07,B+,,
N,3,,,1052.78,,,7.84e+05,B,,
N,1,,,1053.377,,,7.55e+06,B+,,
N,1,1053.957,,1053.9575,,250,2.54e+07,B+,,
N,2,,,1054.115,,,4.17e+02,B,,
N,2,,,1054.675,,,2.77e+07,B,,
N,1,,,1054.964,,,1.23e+07,B+,,
N,1,,,1056.333,,,3.33e+06,B+,,
N,1,,,1057.8273,,,3.6e+02,D,,
N,1,,,1058.46,,,2.07e+06,C+,,
N,3,,,1058.81,,,4.82e+04,B,,
N,1,,,1059.10,,,1.04e+05,C+,,
N,3,,,1059.59,,,1.51e+06,B,,
N,1,,,1059.60,,,1.98e+06,C+,,
N,1,,,1060.3641,,,2.9e+03,D,,
N,1,,,1062.319,,,5.40e+06,B+,,
N,1,,,1064.398,,,6.75e+06,B+,,
N,1,,,1064.5871,,,1.7e+04,D,,
N,1,,,1065.304,,,9.03e+06,B+,,
N,3,,,1065.70,,,4.25e+05,B,,
N,1,,,1066.4951,,,3.5e+03,D,,
N,1,,,1067.27,,,2.26e+06,C,,
N,1,,,1067.395,,,2.2e+03,D,,
N,1,,,1068.5013,,,9.41e+02,C+,,
N,1,,,1068.91,,,4.49e+06,C,,
N,3,,,1069.04,,,2.26e+06,B,,
N,1,,,1069.0737,,,1.3e+04,D,,
N,1,,,1069.3173,,,4.10e+05,B,,
N,1,,,1070.6044,,,3.64e+03,C+,,
N,1,,,1071.3548,,,7.16e+06,B+,,
N,1,,,1071.796,,,3.75e+06,B+,,
N,5,,,1072.31,,,2.10e+07,B,,
N,1,,,1073.0509,,,1.29e+06,B,,
N,1,,,1073.6306,,,3.23e+03,C+,,
N,5,,,1074.74,,,1.74e+07,B,,
N,5,,,1075.19,,,3.47e+06,B,,
N,1,,,1075.7887,,,3.92e+06,B+,,
N,3,,,1075.84,,,1.84e+06,B,,
N,3,,,1076.37,,,1.85e+06,B,,
N,1,,,1077.4989,,,3.17e+05,B,,
N,1,,,1078.0834,,,1.2e-01,E,,
N,1,,,1078.68,,,2.16e+07,C+,,
N,3,,,1079.27,,,3.66e+05,B,,
N,1,,,1080.2245,,,5.01e+03,C+,,
N,1,,,1087.9159,,,1.42e+05,B+,,
N,1,,,1087.9810,,,1.92e+04,B+,,
N,1,,,1088.4572,,,1.44e+05,B+,,
N,1,,,1089.1782,,,1.31e+05,C,,
N,1,,,1090.1616,,,1.55e+04,B+,,
N,2,,,1090.746,,,1.32e+07,B,,
N,2,,,1090.906,,,3.08e+03,B,,
N,1,,,1091.3636,,,5.6e+03,C,,
N,1,,,1092.4883,,,1.06e+04,B+,,
N,1,,,1093.7732,,,3.61e+04,C,,
N,1,,,1094.7529,,,9.86e+02,B+,,
N,1,,,1095.9771,,,4.19e+04,C,,
N,3,,,1097.83,,,1.52e+04,B,,
N,1,,,1098.34,,,3.71e+05,C+,,
N,3,,,1098.35,,,1.52e+04,B,,
N,1,,,1098.87,,,1.02e+07,C+,,
N,1,,,1100.6176,,,2.99e+03,C,,
N,2,,,1104.481,,,2.24e+07,B,,
N,1,,,1118.013,,,2.21e+05,C+,,
N,1,,,1122.709,,,2.30e+06,C+,,
N,1,,,1123.758,,,6.64e+05,C+,,
N,1,,,1125.73,,,2.92e+06,C+,,
N,1,,,1126.621,,,4.58e+06,C+,,
N,1,,,1129.167,,,1.20e+07,C+,,
N,1,,,1129.426,,,7.69e+06,C+,,
N,1,,,1131.389,,,1.00e+07,C+,,
N,1,,,1132.318,,,8.19e+06,C+,,
N,5,,,1132.83,,,9.42e+06,A,,
N,5,,,1137.06,,,9.31e+06,A,,
N,5,,,1140.48,,,1.36e+06,B,,
N,5,,,1140.64,,,1.22e+07,B,,
N,5,,,1140.85,,,1.36e+07,B,,
N,2,,,1141.486,,,2.30e+04,D,,
N,1,,,1141.6584,,,8.1e+01,D+,,
N,1,,,1143.0251,,,2.93e+04,C,,
N,1,,,1145.4321,,,6.0e+02,D,,
N,1,,,1147.4120,,,1.6e+03,D+,,
N,1,,,1150.5019,,,5.7e+03,C,,
N,1,,,1150.57,,,1.09e+05,C+,,
N,1,,,1150.57,,,1.31e+04,C+,,
N,1,,,1151.7027,,,2.3e+03,D+,,
N,1,,,1153.1520,,,1.56e+04,C,,
N,1,,,1153.73,,,1.16e+05,C+,,
N,1,,,1153.73,,,1.37e+04,C+,,
N,1,,,1155.6020,,,6.0e+03,C,,
N,1,,,1156.6114,,,2.32e+06,B,,
N,1,,,1157.5582,,,7.8e+02,D+,,
N,3,,,1159.0,,,3.81e+06,B,,
N,3,,,1159.3,,,4.57e+06,B,,
N,3,,,1159.3,,,7.62e+05,B,,
N,1,,,1160.1643,,,2.8e+03,D+,,
N,1,,,1162.5171,,,1.41e+06,B,,
N,1,,,1165.1455,,,6.63e+05,B,,
N,1,,,1176.25,,,1.16e+07,C+,,
N,1,,,1176.25,,,5.52e+05,C+,,
N,1,,,1176.86,,,1.10e+07,C+,,
N,1,,,1191.1615,,,3.28e+04,B,,
N,5,,,1194.27,,,1.33e+07,B,,
N,1,,,1194.5532,,,2.56e+04,B,,
N,5,,,1194.83,,,2.66e+07,B,,
N,1,,,1196.4131,,,6.09e+04,B+,,
N,1,,,1199.8349,,,5.21e+06,B+,,
N,3,,,1207.21,,,5.93e+06,B,,
N,1,1207.451,,1207.4486,,200,6.30e+06,B+,,
N,3,,,1207.62,,,9.95e+06,B,,
N,1,,,1208.57,,,5.22e+06,C,,
N,1,,,1210.658,,,1.04e+06,B,,
N,1,,,1210.9339,,,7.57e+05,B+,,
N,3,,,1211.95,,,1.41e+07,B,,
N,1,,,1212.35,,,1.03e+07,C,,
N,1,,,1212.461,,,1.31e+06,B,,
N,1,,,1212.997,,,3.06e+06,B+,,
N,3,,,1213.85,,,1.17e+07,B,,
N,1,,,1214.214,,,6.66e+05,B,,
N,1,,,1216.083,,,4.01e+04,C,,
N,3,,,1216.60,,,7.41e+06,B,,
N,1,,,1217.903,,,1.32e+04,C,,
N,1,1218.682,,1218.684,,380,7.40e+06,B+,,
N,1,,,1219.671,,,1.34e+04,C,,
N,1,,,1220.392,,,4.23e+06,B+,,
N,1,,,1222.9092,,,5.54e+04,C,,
N,1,,,1223.136,,,1.58e+06,B+,,
N,3,,,1223.34,,,2.28e+06,B,,
N,3,,,1225.08,,,4.08e+06,B,,
N,1,,,1226.1241,,,4.30e+05,C,,
N,1,,,1226.7806,,,2.19e+05,C,,
N,1,,,1227.080,,,1.48e+06,B+,,
N,1,,,1227.487,,,2.39e+04,C,,
N,1,1228.897,,1228.881,,225,1.41e+07,B,,
N,1,,,1228.919,,,3.90e+06,B+,,
N,1,,,1229.340,,,8.8e-01,E,,
N,1,,,1229.53,,,3.28e+04,D+,,
N,1,,,1229.854,,,7.69e+06,B+,,
N,1,1232.876,,1232.877,,290,1.30e+07,B,,
N,3,,,1234.32,,,6.65e+05,B,,
N,1,,,1234.5083,,,2.90e+05,C,,
N,1,1238.165,,1238.1633,,310,1.09e+07,B,,
N,1,,,1238.4536,,,1.27e+05,C,,
N,2,,,1239.997,,,2.12e+06,C+,,
N,1,,,1240.4293,,,1.72e+06,B,,
N,1,,,1241.92,,,3.19e+04,D+,,
N,1,1243.840,,,,180,,,,
N,2,,,1243.857,,,5.26e+05,C+,,
N,1,1246.125,,1246.1253,,510,1.82e+07,B,,
N,1,1246.962,,1246.9615,,920,2.18e+07,B,,
N,1,,,1246.98,,,1.07e+07,C,,
N,1,,,1247.23,,,2.67e+06,C,,
N,1,,,1249.05,,,3.13e+04,D+,,
N,1,,,1251.00,,,5.21e+06,C,,
N,2,,,1251.044,,,2.07e+04,C+,,
N,1,,,1251.25,,,1.32e+07,C,,
N,2,,,1251.822,,,1.55e+06,C+,,
N,1,,,1255.1721,,,1.64e+05,C,,
N,1,,,1255.2485,,,1.82e+04,C,,
N,1,,,1258.1016,,,7.07e+05,B,,
N,2,,,1259.101,,,3.04e+05,C+,,
N,1,,,1260.3363,,,2.69e+04,C+,,
N,1,,,1261.5551,,,1.79e+05,C,,
N,2,,,1262.450,,,2.84e+06,B,,
N,1,,,1263.3513,,,3.22e+02,C+,,
N,1,,,1264.9658,,,1.37e+04,C+,,
N,3,,,1266.84,,,1.11e+07,B,,
N,1,,,1268.872,,,8.28e+04,D+,,
N,1,,,1270.8899,,,2.60e+06,C+,,
N,1,,,1271.1679,,,6.70e+04,C+,,
N,1,,,1271.63,,,1.40e+05,C+,,
N,3,,,1272.08,,,1.10e+07,B,,
N,4,,,1272.74,,,1.81e+06,B,,
N,2,,,1274.527,,,1.64e+06,C+,,
N,1,,,1275.81,,,2.06e+04,C+,,
N,1,,,1276.104,,,1.63e+05,D+,,
N,1,,,1276.74,,,1.69e+05,C+,,
N,1,,,1277.1504,,,6.63e+05,C+,,
N,3,,,1280.90,,,1.08e+07,B,,
N,4,,,1287.05,,,7.14e+06,B,,
N,1,,,1287.331,,,2.38e+05,D+,,
N,4,,,1287.38,,,1.78e+06,B,,
N,4,,,1288.37,,,1.98e+05,B,,
N,2,,,1289.116,,,2.11e+07,B,,
N,4,,,1289.29,,,5.32e+06,B,,
N,1,,,1289.7334,,,3.23e+06,C+,,
N,4,,,1290.29,,,2.95e+06,B,,
N,4,,,1291.60,,,3.92e+06,B,,
N,1,,,1296.9581,,,8.54e+05,D+,,
N,1,,,1297.6156,,,3.57e+04,C,,
N,1,,,1301.0532,,,1.02e+06,D+,,
N,1,,,1301.9753,,,3.53e+04,C,,
N,1,,,1304.1428,,,1.41e+04,C,,
N,1,,,1304.592,,,9.17e+04,D+,,
N,1,,,1305.188,,,6.59e+04,D+,,
N,1,,,1306.988,,,3.65e+04,D+,,
N,1,,,1308.5466,,,4.71e+04,C,,
N,1,,,1310.0119,,,1.66e+05,D+,,
N,1,,,1312.238,,,2.88e+04,D+,,
N,1,,,1314.662,,,1.79e+05,D+,,
N,1,,,1316.934,,,1.50e+05,D+,,
N,1,,,1317.2185,,,4.26e+05,C,,
N,1,,,1317.3027,,,3.04e+04,C,,
N,2,,,1317.345,,,2.57e+06,C+,,
N,2,,,1317.611,,,7.70e+06,C+,,
N,1,,,1319.65,,,4.92e+04,D+,,
N,2,,,1321.970,,,1.91e+06,C+,,
N,2,,,1323.805,,,9.99e+05,C+,,
N,1,,,1324.112,,,9.47e+04,D+,,
N,3,,,1324.5,,,5.52e+05,B,,
N,1,,,1325.432,,,2.54e+04,D+,,
N,1,,,1326.450,,,4.25e+04,D+,,
N,2,,,1326.527,,,7.37e+05,C+,,
N,2,,,1328.415,,,4.94e+06,C+,,
N,1,,,1328.471,,,6.05e+04,D+,,
N,1,,,1329.237,,,5.03e+04,D+,,
N,1,,,1329.5366,,,4.44e+04,C,,
N,1,,,1329.6224,,,3.99e+05,C,,
N,2,,,1330.090,,,1.87e+06,C+,,
N,3,,,1330.4,,,6.53e+05,B,,
N,3,,,1330.4,,,1.09e+05,B,,
N,2,,,1332.830,,,4.54e+06,C+,,
N,1,,,1333.325,,,3.19e+04,D+,,
N,1,,,1334.13,,,4.76e+04,D+,,
N,2,,,1334.312,,,3.09e+06,C+,,
N,2,,,1334.483,,,1.73e+07,B,,
N,1,,,1337.175,,,9.88e+03,D+,,
N,2,,,1337.504,,,1.61e+06,C+,,
N,1,,,1338.1806,,,5.2e+02,C,,
N,1,,,1338.584,,,1.77e+04,D+,,
N,1,,,1342.21,,,4.67e+04,D+,,
N,2,,,1342.569,,,6.34e+05,D,,
N,2,,,1342.585,,,5.46e+06,C+,,
N,1,1342.961,,1342.9604,,500,3.09e+06,C+,,
N,2,,,1343.661,,,5.66e+06,C+,,
N,1,,,1344.8121,,,5.50e+05,C+,,
N,1,,,1345.585,,,2.91e+03,D+,,
N,1,,,1346.4531,,,5.5e+05,C,,
N,2,,,1350.128,,,9.79e+05,C+,,
N,1,,,1352.0819,,,1.11e+04,C,,
N,1,,,1353.4639,,,2.94e+05,C,,
N,1,,,1354.4633,,,1.69e+05,C,,
N,1,1358.133,,1358.1323,,840,5.73e+06,C+,,
N,1,1358.773,,1358.7710,,180,6.31e+06,C+,,
N,1,,,1358.8523,,,8.26e+06,C+,,
N,1,1360.227,,1360.2278,,180,1.07e+07,B,,
N,1,,,1361.5579,,,1.31e+05,C,,
N,1,1362.418,,1362.4208,,290,1.33e+07,B,,
N,1,,,1364.9748,,,5.70e+05,C,,
N,1,,,1365.1649,,,2.59e+05,C,,
N,1,,,1366.8597,,,2.91e+06,B,,
N,1,,,1368.5999,,,9.1e+04,C,,
N,1,,,1371.3410,,,9.84e+04,D+,,
N,5,,,1380.59,,,4.47e+06,B,,
N,5,,,1380.97,,,4.47e+06,B,,
N,2,,,1381.069,,,1.49e+07,C+,,
N,1,,,1381.2975,,,1.60e+04,D+,,
N,1,,,1383.496,,,3.93e+04,C,,
