element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Ag,1,292.677,,,,10w,,,,,,
Ag,2,292.93399,0.00003,292.933993,0.000012,10000,2.9e+06,C,2,2,,
Ag,2,293.33102,0.00003,293.33102,0.00003,1500,,,4,4,,
Ag,2,293.40208,0.00003,293.402078,0.000013,28000,7.2e+07,B,3,3,,
Ag,2,293.5518,0.0006,293.55204,0.00012,20,,,3,3,,
Ag,2,293.83197,0.00003,293.831975,0.000012,8200,3.0e+07,D+,2,2,,
Ag,1,293.842,,293.840,0.003,20w,,,5/2,5/2,,
Ag,2,298.1018,0.0006,298.1016,0.0003,24,,,2,2,,
Ag,2,300.08383,0.00006,300.08384,0.00005,510,,,2,2,,
Ag,2,300.79395,0.00018,300.79389,0.00006,160,,,2,1,,
Ag,2,305.13341,0.00019,305.13340,0.00019,100,,,3,3,,
Ag,1,309.910,,309.9100,0.0010,20,,,3/2,5/2,,
Ag,2,312.7698,0.0006,312.76972,0.00007,370,,,2,1,,
Ag,1,313.002,,313.0007,0.0015,30w,,,5/2,5/2,,
Ag,2,314.60704,0.00008,314.607035,0.000015,97,,,3,2,,
Ag,1,317.0579,,317.0583,0.0005,10w,,,5/2,7/2,,
Ag,2,318.07128,0.00003,318.071265,0.000019,1500,4.30e+06,B+,3,4,,
Ag,2,318.39060,0.00003,318.390601,0.000015,1300,4.0e+06,B,3,3,,
Ag,1,321.567,,321.564,0.021,15w,,,5/2,7/2,,
Ag,2,322.32462,0.00003,322.324625,0.000015,3300,6.9e+06,D+,1,2,,
Ag,1,322.515,,322.506,0.021,10,,,5/2,5/2,,
Ag,1,323.318,,323.321,0.021,15,,,5/2,5/2,,
Ag,2,326.73462,0.00003,326.734612,0.000014,460,8.7e+05,B,2,2,,
Ag,2,326.955,0.005,326.956087,0.000018,1400,2.0e+07,D+,1,2,,
Ag,1,328.0680,,328.068430,0.000003,55000r,1.4e+08,B,1/2,3/2,,
Ag,1,330.5675337,,330.5675337,0.0000020,10w,,,1/2,5/2,E2,
Ag,2,332.97790,0.00010,332.978173,0.000017,90,,,2,2,,
Ag,2,333.9878,0.0007,333.98913,0.00003,88,2.10e+05,B+,4,4,,
