element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,diag_lines,
Ar,2,340.954,0.002,340.954364,0.000018,0?,,,3/2,3/2,,,
Ar,2,340.9699,0.0006,340.970211,0.000021,2,,,3/2,5/2,,,
Ar,3,341.353,0.003,341.3527,0.0015,6,,,2,3,,,
Ar,2,341.44579,0.00008,341.445796,0.000005,9,7.7e+06,D,5/2,5/2,,,
Ar,2,341.6560,0.0006,341.6560,0.0006,1,,,7/2,9/2,,,
Ar,3,341.749,0.003,341.7485,0.0015,7,,,2,2,,,
Ar,2,342.16108,0.00004,342.161032,0.000005,22,9.3e+06,D,5/2,5/2,,,
Ar,3,342.425,0.003,342.42283,0.00007,9,1.0e+07,E,2,1,,,
Ar,2,342.5500,0.0006,342.549849,0.000018,2,,,3/2,1/2,,,
Ar,2,342.96138,0.00004,342.961434,0.000005,20,2.2e+07,D,7/2,5/2,,,
Ar,3,343.003,0.003,342.9969,0.0015,2,,,2,1,,,
Ar,2,343.04148,0.00003,343.041507,0.000004,26,6.2e+06,B,5/2,7/2,,,
Ar,2,343.0991,0.0002,343.099186,0.000005,5,,,3/2,5/2,,,
Ar,2,343.1737,0.0006,343.173675,0.000005,2,,,3/2,3/2,,,
Ar,2,343.25838,0.00019,343.258318,0.000005,5,,,5/2,3/2,,,
Ar,2,343.3369,0.0006,343.3366,0.0005,1,,,7/2,9/2,,,
Ar,2,343.5773,0.0006,343.577602,0.000021,1,,,1/2,3/2,,,
Ar,3,343.6925,0.0020,343.68315,0.00015,6,,,1,1,,,
Ar,3,343.804,0.003,343.80172,0.00006,8,6.2e+06,E,1,2,,,
Ar,2,343.9094,0.0006,343.9090,0.0004,1,,,1/2,3/2,,,
Ar,2,344.7290,0.0006,344.729080,0.000012,1,,,5/2,3/2,,,
Ar,2,344.8281,0.0006,344.828150,0.000023,1,,,3/2,3/2,,,
Ar,2,345.40949,0.00001,345.409498,0.000005,76,3.14e+07,B,5/2,3/2,,,
Ar,2,345.8688,0.0006,345.868529,0.000006,1?,,,1/2,3/2,,,
Ar,1,346.107,,346.10783,,7,6.7e+04,D,1,2,,,
Ar,2,346.41264,0.00002,346.412673,0.000004,81bl,3.7e+07,D,5/2,5/2,,,
Ar,2,346.57830,0.00005,346.578302,0.000009,14,,,1/2,1/2,,,
Ar,2,346.63330,0.00001,346.633299,0.000008,91,,,3/2,1/2,,,
Ar,2,,,346.636343,0.000005,,3.0e+06,C,7/2,5/2,,,
Ar,2,347.02606,0.00006,347.026106,0.000004,12,,,3/2,5/2,,,
Ar,3,347.132,0.003,347.12929,0.00009,9,6.0e+06,E,1,1,,,
Ar,2,347.1600,0.0006,347.159630,0.000005,3,,,5/2,3/2,,,
Ar,3,347.261,0.005,347.256675,0.000018,6,2.0e+07,D,2,3,,,
Ar,2,347.67471,0.00001,347.674711,0.000005,427,1.25e+08,B,5/2,5/2,,,
Ar,2,347.82316,0.00001,347.823166,0.000006,100,,,3/2,1/2,,,
Ar,3,348.05020,0.00001,348.050191,0.000018,1000,1.6e+08,D,3,3,,,
Ar,2,348.0511,0.0006,348.050512,0.000005,9,,,3/2,5/2,,,
Ar,2,348.1591,0.0006,348.1590,0.0006,1,,,9/2,11/2,,,
Ar,3,348.412,0.003,348.4122,0.0018,3,,,1,2,,,
Ar,2,348.73155,0.00007,348.731541,0.000004,6,2.7e+06,D,5/2,3/2,,,
Ar,8,348.76,0.04,348.79,0.13,,,,9/2,7/2,,,
Ar,2,348.8188,0.0006,348.818953,0.000020,1,,,3/2,1/2,,,
Ar,2,349.08729,0.00002,349.087300,0.000005,45,,,1/2,3/2,,,
Ar,2,349.12437,0.00001,349.124373,0.000005,389,1.79e+08,B,3/2,3/2,,,
Ar,2,349.15356,0.00001,349.153560,0.000005,1000,2.31e+08,B,5/2,7/2,,,
Ar,3,349.4270,0.0020,349.41579,0.00012,2,,,1,1,,,
Ar,2,349.5775,0.0006,349.575822,0.000018,1,,,3/2,3/2,,,
Ar,3,349.710,0.003,349.7098,0.0018,4,,,1,1,,,
Ar,3,349.831,0.003,349.8248,0.0025,6*,7.9e+06,E,0,1,,,
Ar,3,349.831,0.003,349.8319,0.0005,6*,2.4e+07,E,1,0,,,
Ar,2,349.94759,0.00007,349.947590,0.000006,8,3.e+05,C+,5/2,3/2,,,
Ar,3,349.96693,0.00001,349.966922,0.000018,269,1.3e+08,D,1,1,,,
Ar,2,349.9957,0.0006,349.996731,0.000004,0.5,,,3/2,1/2,,,
Ar,3,350.058,0.005,350.057415,0.000017,5,2.6e+07,D,1,2,,,
Ar,3,350.26828,0.00001,350.268291,0.000016,93,4.3e+07,D,2,1,,,
Ar,3,350.35894,0.00001,350.358940,0.000014,468,1.2e+08,D,2,2,,,
Ar,3,350.93333,0.00001,350.933330,0.000017,245,,,1,0,,,
Ar,2,350.97779,0.00001,350.977794,0.000009,447,2.55e+08,B,1/2,1/2,,,
Ar,3,351.11485,0.00001,351.114850,0.000017,1175,,,1,2,,,
Ar,3,351.16671,0.00001,351.166713,0.000014,89,2.6e+07,D,3,2,,,
Ar,3,351.42004,0.00001,351.420041,0.000017,724,,,1,1,,,
Ar,2,351.43874,0.00001,351.438733,0.000005,490,1.36e+08,B,3/2,5/2,,,
Ar,2,351.78897,0.00010,351.788887,0.000007,4,7.e+04,E,3/2,3/2,,,
Ar,2,351.893,0.004,351.8922,0.0014,1w,bl,,,3/2,5/2,,,
Ar,2,351.99933,0.00001,351.999331,0.000004,191,5.2e+07,B,5/2,5/2,,,
Ar,2,352.12600,0.00001,352.125990,0.000005,100,2.27e+07,B,7/2,7/2,,,
Ar,2,352.1555,0.0006,352.155960,0.000004,1,,,5/2,5/2,,,
Ar,2,352.19773,0.00001,352.197725,0.000008,71,,,1/2,1/2,,,
Ar,2,352.349,0.004,352.349281,0.000005,0.5h,bl,,,3/2,3/2,,,
Ar,2,353.1178,0.0006,353.118196,0.000009,2,,,1/2,3/2,,,
Ar,2,353.2233,0.0006,353.223961,0.000005,1,,,3/2,3/2,,,
Ar,2,353.53194,0.00001,353.531929,0.000005,170,5.7e+07,B,1/2,3/2,,,
Ar,3,353.9219,0.0020,353.91979,0.00011,3,,,2,1,,,
Ar,2,354.31467,0.00003,354.314688,0.000004,26,,,5/2,7/2,,,
Ar,2,354.331,0.002,354.331751,0.000010,1?,,,1/2,1/2,,,
Ar,2,354.55952,0.00001,354.559516,0.000004,891,3.4e+08,D,3/2,5/2,,,
Ar,2,354.58431,0.00001,354.584315,0.000005,794,3.9e+08,D,5/2,7/2,,,
Ar,2,354.85141,0.00001,354.851395,0.000005,195,8.7e+07,B,3/2,3/2,,,
Ar,2,355.00297,0.00006,355.002886,0.000005,10,2.6e+06,C,5/2,5/2,,,
Ar,1,355.4306,,355.43055,,7,2.7e+05,D,2,2,,,
Ar,2,355.69038,0.00002,355.690383,0.000007,49,5.0e+06,B,1/2,1/2,,,
Ar,2,355.95079,0.00001,355.950780,0.000004,1445,2.88e+08,B,5/2,7/2,,,
Ar,2,356.10303,0.00002,356.103016,0.000005,1023bl,4.e+08,D,7/2,9/2,,,
Ar,2,356.21914,0.00002,356.219111,0.000005,35,1.5e+07,D,7/2,7/2,,,
Ar,1,,,356.32859,,,1.2e+05,D,0,1,,,
Ar,2,356.43333,0.00005,356.433292,0.000003,19,,,5/2,3/2,,,
Ar,2,356.50296,0.00001,356.502938,0.000007,162,5.5e+07,C,1/2,3/2,,,
Ar,1,,,356.76560,,,1.1e+05,D,2,3,,,
Ar,2,356.901,0.004,356.904725,0.000019,1w,bl,,,3/2,1/2,,,
Ar,2,356.9940,0.0006,356.993722,0.000006,3*,,,3/2,5/2,,,
Ar,2,356.9940,0.0006,356.995863,0.000007,3*,,,3/2,1/2,,,
Ar,2,357.0746,0.0006,357.074366,0.000006,1,,,3/2,3/2,,,
Ar,1,,,357.22953,,,5.1e+05,D,1,0,,,
Ar,2,357.57533,0.00018,357.575359,0.000006,5bl,,,5/2,5/2,,,
Ar,2,357.66153,0.00001,357.661538,0.000006,12303,2.75e+08,B,5/2,7/2,,,
Ar,2,357.83556,0.00009,357.835563,0.000006,8,,,3/2,3/2,,,
Ar,2,358.16077,0.00001,358.160797,0.000006,68,1.76e+08,B,1/2,3/2,,,
Ar,2,358.23544,0.00001,358.235434,0.000006,155,2.53e+08,B,3/2,5/2,,,
Ar,2,358.84403,0.00001,358.844021,0.000008,12303,3.03e+08,B,7/2,9/2,,,
Ar,2,359.3717,0.0008,359.371669,0.000004,2,,,3/2,3/2,,,
Ar,2,359.437,0.002,359.437559,0.000006,0.5,,,7/2,7/2,,,
Ar,2,360.02217,0.00007,360.022175,0.000006,10,,,3/2,3/2,,,
Ar,2,360.15089,0.00004,360.150884,0.000006,15,2.e+05,C,5/2,3/2,,,
Ar,2,360.3456,0.0003,360.345573,0.000008,3,6.5e+06,D,1/2,1/2,,,
Ar,2,360.3905,0.0004,360.390419,0.000003,3,,,3/2,3/2,,,
Ar,2,360.58788,0.00003,360.587889,0.000006,24,4.4e+06,B,3/2,5/2,,,
Ar,1,360.6522,,360.65217,,7,7.6e+05,D,1,0,,,
Ar,2,360.7401,0.0006,360.740366,0.000006,2,,,5/2,3/2,,,
Ar,2,361.1365,0.0006,361.136648,0.000009,1,,,3/2,1/2,,,
Ar,2,361.18130,0.00004,361.181306,0.000006,14,6.e+05,C,3/2,3/2,,,
Ar,2,362.0807,0.0006,362.080929,0.000004,3,,,5/2,3/2,,,
Ar,2,362.1012,0.0006,362.101412,0.000006,3,,,3/2,3/2,,,
Ar,2,362.21376,0.00004,362.213719,0.000004,30,6.4e+07,D,3/2,1/2,,,
Ar,2,362.3444,0.0006,362.344968,0.000008,2,,,1/2,1/2,,,
Ar,1,,,363.26829,,,6.6e+04,D,1,2,,,
Ar,1,,,363.44600,,,1.3e+05,D,1,1,,,
Ar,2,363.48119,0.00008,363.481220,0.000006,9,9.e+05,C,1/2,3/2,,,
Ar,2,363.510,0.002,363.509952,0.000008,0h,,,1/2,3/2,,,
Ar,2,363.5636,0.0006,363.563755,0.000006,3,,,3/2,5/2,,,
Ar,2,363.70303,0.00004,363.703094,0.000006,19,,,5/2,7/2,,,
Ar,3,363.78731,0.00001,363.78731,0.00003,78,,,2,3,,,
Ar,2,363.98324,0.00002,363.983244,0.000006,42,1.4e+08,D,3/2,5/2,,,
Ar,1,,,364.31163,,,2.4e+04,D,1,2,,,
Ar,1,,,364.98317,,,8.0e+05,D,1,0,,,
Ar,2,365.08891,0.00012,365.088923,0.000005,8,1.2e+07,D,1/2,3/2,,,
Ar,2,365.1184,0.0006,365.119395,0.000017,0.5,,,1/2,3/2,,,
Ar,2,365.52775,0.00002,365.527776,0.000005,37,2.3e+07,D,3/2,5/2,,,
Ar,2,365.60495,0.00002,365.604940,0.000005,27,7.6e+06,B,5/2,5/2,,,
Ar,2,365.7216,0.0003,365.721694,0.000007,3,,,1/2,3/2,,,
Ar,1,,,365.95291,,,4.4e+04,D,1,1,,,
Ar,2,366.04362,0.00003,366.043646,0.000006,28,2.2e+08,D,3/2,3/2,,,
Ar,2,366.113,0.002,366.1132,0.0012,0.5h,,,5/2,7/2,,,
Ar,2,366.96020,0.00003,366.960196,0.000006,26,1.3e+07,D,1/2,1/2,,,
Ar,3,367.0275,0.0020,367.034,0.003,7,,,0,1,,,
Ar,1,,,367.06701,,,3.1e+04,D,1,2,,,
Ar,2,367.10045,0.00003,367.100424,0.000008,19,7.1e+07,D,3/2,1/2,,,
Ar,2,367.32640,0.00003,367.326401,0.000006,22,,,1/2,3/2,,,
Ar,2,367.3842,0.0006,367.384290,0.000006,0,,,5/2,5/2,,,
Ar,1,,,367.52352,,,4.9e+04,D,1,1,,,
Ar,2,367.82690,0.00007,367.826948,0.000005,17,2.5e+07,D,5/2,3/2,,,
Ar,2,368.00607,0.00004,368.006050,0.000007,20,1.2e+08,D,1/2,3/2,,,
Ar,9,368.20,0.15,368.5,0.5,,,,1,2,,,
Ar,2,368.25439,0.00008,368.254450,0.000007,9,1.7e+06,B,3/2,1/2,,,
Ar,3,368.3431,0.0020,368.34576,0.00015,6,,,2,3,,,
Ar,3,368.5601,0.0020,368.55915,0.00010,5,,,2,1,,,
Ar,3,368.6601,0.0020,368.65952,0.00010,6,,,1,1,,,
Ar,3,368.8230,0.0020,368.82265,0.00007,7,,,2,2,,,
Ar,3,368.9250,0.0020,368.92315,0.00007,4,,,1,2,,,
Ar,2,369.2126,0.0006,369.212380,0.000006,1,,,3/2,3/2,,,
Ar,2,369.2299,0.0012,369.228325,0.000006,1h,l,bl?,,,3/2,1/2,,,
Ar,2,369.4643,0.0006,369.464208,0.000006,2,,,3/2,1/2,,,
Ar,3,369.5988,0.0020,369.60863,0.00010,9,,,2,1,,,
Ar,2,370.2005,0.0006,370.200145,0.000005,2,,,7/2,5/2,,,
Ar,2,370.3550,0.0006,370.3550,0.0005,1,,,7/2,9/2,,,
Ar,2,370.69302,0.00003,370.692967,0.000009,7,2.e+05,C,1/2,1/2,,,
Ar,2,370.99085,0.00006,370.990842,0.000005,11,4.7e+06,B,3/2,3/2,,,
Ar,3,371.2764,0.0020,371.27934,0.00005,10,,,3,3,,,
Ar,2,371.3019,0.0006,371.301505,0.000005,2,,,3/2,3/2,,,
Ar,2,371.47332,0.00004,371.473315,0.000006,14,2.e+05,D,5/2,3/2,,,
Ar,3,371.6553,0.0020,371.6557,0.0014,8,,,1,1,,,
Ar,2,371.71721,0.00015,371.717101,0.000006,6,5.2e+06,B,5/2,7/2,,,
Ar,2,371.82061,0.00001,371.820606,0.000006,93,2.e+08,D,3/2,5/2,,,
Ar,2,372.04258,0.00011,372.042586,0.000005,12,1.7e+07,D,3/2,3/2,,,
Ar,3,372.3251,0.0020,372.32412,0.00007,5,,,3,2,,,
Ar,2,372.45156,0.00005,372.451602,0.000006,14,3.4e+07,D,5/2,5/2,,,
Ar,2,372.93082,0.00001,372.930810,0.000006,234,4.80e+07,B,5/2,3/2,,,
Ar,2,373.337,0.004,373.335452,0.000006,1h,bl,,,3/2,1/2,,,
Ar,2,373.54880,0.00017,373.548761,0.000006,4,3.e+05,C+,3/2,3/2,,,
Ar,2,373.78889,0.00001,373.788890,0.000005,126,2.3e+08,D,5/2,7/2,,,
Ar,2,374.4274,0.0006,374.427089,0.000018,1,,,3/2,5/2,,,
Ar,2,374.64469,0.00001,374.644703,0.000005,275,,,3/2,3/2,,,
Ar,2,374.69130,0.00010,374.691300,0.000005,7,2.1e+06,B,3/2,5/2,,,
Ar,2,375.04801,0.00005,375.047947,0.000009,13,1.e+05,D,1/2,3/2,,,
Ar,2,375.1047,0.0006,375.105220,0.000006,2,,,3/2,5/2,,,
Ar,2,375.1330,0.0006,375.13259,0.00003,1,,,5/2,7/2,,,
Ar,2,375.2856,0.0006,375.285328,0.000005,0.5,,,5/2,3/2,,,
Ar,2,375.35172,0.00003,375.351727,0.000006,26,,,3/2,3/2,,,
Ar,2,375.40493,0.00008,375.404927,0.000010,11,,,1/2,1/2,,,
Ar,3,375.6382,0.0020,375.6385,0.0014,9,,,1,2,,,
Ar,2,375.66701,0.00020,375.666900,0.000005,4,,,3/2,5/2,,,
Ar,2,376.3111,0.0006,376.311028,0.000005,2,,,5/2,5/2,,,
Ar,2,376.35041,0.00005,376.350501,0.000006,17,1.78e+07,B,7/2,5/2,,,
Ar,2,376.52697,0.00001,376.526969,0.000005,186,9.8e+07,D,5/2,5/2,,,
Ar,2,376.61182,0.00001,376.611839,0.000006,91,7.4e+06,B,3/2,3/2,,,
Ar,1,377.0369,,377.03689,,20,7.0e+04,D,0,1,,,
Ar,2,377.05194,0.00004,377.051925,0.000006,33,4.1e+07,D,1/2,3/2,,,
Ar,2,377.4522,0.0006,377.451913,0.000005,4,,,5/2,7/2,,,
Ar,2,377.75310,0.00008,377.753110,0.000006,5,1.1e+06,D,1/2,1/2,,,
Ar,2,378.08394,0.00001,378.083953,0.000006,81,7.7e+07,B,7/2,7/2,,,
Ar,2,378.63819,0.00004,378.638198,0.000006,20,1.5e+06,B,7/2,5/2,,,
Ar,2,379.3226,0.0006,379.322798,0.000006,1,,,5/2,5/2,,,
Ar,3,379.53435,0.00001,379.534350,0.000023,148,,,2,3,,,
Ar,2,379.65931,0.00006,379.659302,0.000006,13,2.5e+07,D,3/2,5/2,,,
Ar,2,379.93811,0.00006,379.938187,0.000006,12,1.7e+07,C,5/2,3/2,,,
Ar,3,380.025,0.003,380.02371,0.00006,6,,,2,2,,,
Ar,2,380.31720,0.00001,380.317205,0.000006,69,1.5e+08,D,5/2,5/2,,,
Ar,2,380.85745,0.00006,380.857439,0.000006,14,1.0e+06,C,5/2,5/2,,,
Ar,2,380.94558,0.00002,380.945576,0.000005,91,4.4e+07,D,3/2,5/2,,,
Ar,2,381.1212,0.0006,381.121124,0.000006,2,,,3/2,3/2,,,
Ar,3,381.570,0.003,381.56795,0.00018,1,,,2,1,,,
Ar,2,381.7380,0.0006,381.738108,0.000018,1h,,,3/2,5/2,,,
Ar,2,381.90150,0.00009,381.901539,0.000006,8,3.6e+05,D,3/2,3/2,,,
Ar,2,382.3254,0.0006,382.325375,0.000005,3,,,7/2,5/2,,,
Ar,2,382.56723,0.00004,382.567243,0.000006,19,7.6e+07,D,5/2,3/2,,,
Ar,2,382.68067,0.00003,382.680692,0.000006,30,2.81e+07,B,5/2,5/2,,,
Ar,2,383.0165,0.0006,383.016452,0.000005,1,,,3/2,3/2,,,
Ar,2,383.03951,0.00012,383.039372,0.000006,6,4.e+05,D,3/2,5/2,,,
Ar,2,383.05209,0.00011,383.052004,0.000009,7,,,3/2,1/2,,,
Ar,7,383.37,0.04,383.37,0.23,,,,5,6,,,
Ar,1,383.4679,,383.46784,,7,7.5e+05,D,1,0,,,
Ar,2,383.8239,0.0006,383.8239,0.0004,1,,,5/2,7/2,,,
Ar,2,384.15186,0.00005,384.151838,0.000011,18,2.69e+07,B,3/2,1/2,,,
Ar,2,384.45622,0.00010,384.456216,0.000004,6,3.e+05,E,3/2,1/2,,,
Ar,2,384.47306,0.00017,384.473084,0.000006,5,4.8e+06,B,5/2,7/2,,,
Ar,2,384.54049,0.00002,384.540506,0.000006,32,1.6e+06,C,5/2,3/2,,,
Ar,2,385.05808,0.00001,385.058079,0.000005,263,3.87e+07,B,3/2,3/2,,,
Ar,2,385.51603,0.00010,385.516032,0.000006,6,1.5e+06,D,3/2,1/2,,,
Ar,2,385.61374,0.00017,385.613749,0.000009,6,,,3/2,1/2,,,
Ar,3,385.82923,0.00005,385.82925,0.00010,8,,,1,2,,,
Ar,2,386.1348,0.0006,386.134778,0.000008,3,,,3/2,5/2,,,
Ar,2,386.85281,0.00001,386.852819,0.000006,166,1.4e+08,C,3/2,5/2,,,
Ar,2,386.9614,0.0006,386.961963,0.000005,2h,6.e+05,C,3/2,5/2,,,
Ar,2,387.21361,0.00007,387.213701,0.000006,11,1.5e+07,C,3/2,3/2,,,
Ar,3,387.422,0.003,387.42113,0.00020,4,,,1,1,,,
Ar,2,387.52641,0.00001,387.526405,0.000009,78,8.2e+06,B,3/2,1/2,,,
Ar,2,388.03323,0.00005,388.033288,0.000011,15,2.32e+07,B,1/2,1/2,,,
Ar,2,388.314,0.002,388.314212,0.000005,0h,,,5/2,3/2,,,
Ar,2,389.14011,0.00006,389.140123,0.000011,14,4.3e+06,B,1/2,1/2,,,
Ar,2,389.19787,0.00002,389.197869,0.000008,50,6.3e+06,C,5/2,3/2,,,
Ar,1,,,389.46601,,,5.7e+04,D,1,1,,,
Ar,2,389.52506,0.00014,389.524947,0.000009,5,,,1/2,1/2,,,
Ar,2,390.06251,0.00010,390.062636,0.000006,8,7.2e+06,B,3/2,5/2,,,
Ar,2,390.695,0.004,390.693849,0.000014,0bl?,,,1/2,1/2,,,
Ar,3,390.784,0.003,390.782,0.003,7,,,0,1,,,
Ar,2,391.15759,0.00011,391.157587,0.000008,6,7.7e+06,C+,1/2,3/2,,,
Ar,2,391.47674,0.00004,391.476695,0.000008,25,3.7e+06,B,3/2,3/2,,,
Ar,2,391.5516,0.0012,391.55287,0.00003,1bl,,,5/2,7/2,,,
Ar,2,391.77669,0.00013,391.776691,0.000007,5,1.e+05,C,5/2,5/2,,,
Ar,2,392.2359,0.0006,392.235796,0.000007,2,3.e+05,C,1/2,1/2,,,
Ar,2,392.2528,0.0006,392.252967,0.000007,1h,,,1/2,1/2,,,
Ar,2,392.3556,0.0006,392.3555,0.0006,1,,,7/2,9/2,,,
Ar,2,392.57186,0.00001,392.571849,0.000007,129,1.4e+08,D,5/2,3/2,,,
Ar,2,392.60451,0.00006,392.604544,0.000005,13,,,5/2,5/2,,,
Ar,2,392.86227,0.00001,392.862282,0.000007,191,2.44e+07,B,1/2,3/2,,,
Ar,2,393.12353,0.00006,393.123548,0.000011,17,2.0e+06,B,1/2,3/2,,,
Ar,2,393.25463,0.00001,393.254638,0.000007,91,9.3e+07,C,3/2,3/2,,,
Ar,2,393.317,0.004,393.318691,0.000004,2bl,,,5/2,3/2,,,
Ar,2,393.5275,0.0006,393.528178,0.000014,1,,,5/2,7/2,,,
Ar,2,393.8843,0.0006,393.884385,0.000007,1,,,1/2,3/2,,,
Ar,2,394.42712,0.00002,394.427124,0.000007,49,4.1e+06,B,7/2,5/2,,,
Ar,2,394.60969,0.00001,394.609692,0.000005,204,1.4e+08,D,7/2,5/2,,,
Ar,1,394.7505,,394.750472,,7,5.6e+04,C+,2,2,,,
Ar,1,394.8979,,394.897881,,35,4.6e+05,B,2,1,,,
Ar,2,395.27280,0.00005,395.272882,0.000007,16,2.08e+07,B,3/2,3/2,,,
Ar,2,395.83790,0.00012,395.837988,0.000007,7,3.8e+06,B,5/2,3/2,,,
Ar,3,396.04872,0.00019,396.04900,0.00010,5,,,2,1,,,
Ar,2,396.83589,0.00002,396.835887,0.000007,59,4.8e+06,B,5/2,5/2,,,
Ar,2,397.44764,0.00002,397.447629,0.000004,50,2.0e+06,D,3/2,3/2,,,
Ar,2,397.47582,0.00006,397.475854,0.000007,15,9.e+05,D,5/2,3/2,,,
Ar,2,397.93554,0.00001,397.935543,0.000008,87,9.8e+07,C,3/2,1/2,,,
Ar,2,398.042,0.002,398.04335,0.00003,0,,,3/2,5/2,,,
Ar,2,398.81573,0.00006,398.815725,0.000007,12,4.1e+06,B,5/2,5/2,,,
Ar,2,399.20531,0.00004,399.205304,0.000007,21,1.6e+06,B,3/2,5/2,,,
Ar,2,399.47916,0.00002,399.479193,0.000010,58,1.6e+08,E,1/2,1/2,,,
Ar,3,399.5590,0.0020,399.5586,0.0011,8,,,2,2,,,
Ar,2,399.92518,0.00003,399.925192,0.000021,4,,,3/2,1/2,,,
Ar,2,400.11378,0.00003,400.113759,0.000013,3,6.e+05,C,1/2,3/2,,,
Ar,2,400.53620,0.00009,400.53627,0.00003,10,,,3/2,1/2,,,
Ar,2,400.7632,0.0008,400.762828,0.000007,2,,,5/2,7/2,,,
Ar,2,401.12084,0.00006,401.120922,0.000005,12,3.1e+06,D,3/2,3/2,,,
Ar,2,401.38561,0.00001,401.385610,0.000008,145,1.05e+07,A,7/2,7/2,,,
Ar,2,401.98434,0.00010,401.98429,0.00003,7,,,1/2,1/2,,,
Ar,3,402.35864,0.00015,402.35853,0.00013,4,,,1,1,,,
Ar,2,403.13769,0.00014,403.137797,0.000010,6,7.5e+06,B,3/2,1/2,,,
Ar,2,403.38090,0.00001,403.380915,0.000007,95,9.8e+07,D,3/2,1/2,,,
Ar,2,403.4783,0.0016,403.477769,0.000007,1bl,G?,,,7/2,9/2,,,
Ar,2,403.54595,0.00002,403.545971,0.000005,50,4.4e+06,B,3/2,5/2,,,
Ar,2,403.88039,0.00005,403.880380,0.000008,18,1.2e+06,B,5/2,7/2,,,
Ar,2,404.2190,0.0008,404.218100,0.000007,3,4.e+05,C,3/2,5/2,,,
Ar,2,404.28934,0.00001,404.289342,0.000005,288,4.06e+07,B,3/2,3/2,,,
Ar,1,404.4418,,404.441804,,50,3.3e+05,B,1,2,,,
Ar,2,404.56769,0.00008,404.567613,0.000008,8,1.6e+06,C,3/2,3/2,,,
Ar,1,,,404.596541,,,4.1e+04,B,1,1,,,
Ar,2,404.74803,0.00011,404.748081,0.000008,10,,,3/2,1/2,,,
Ar,2,405.1122,0.0002,405.112055,0.000010,5,,,1/2,3/2,,,
Ar,2,405.29206,0.00001,405.292057,0.000010,178,6.7e+07,E,1/2,3/2,,,
Ar,2,405.3540,0.0008,405.354732,0.000007,1,,,1/2,3/2,,,
Ar,1,,,405.452576,,,2.7e+04,C+,1,1,,,
Ar,2,405.7672,0.0008,405.767530,0.000007,1,2.e+04,E,1/2,3/2,,,
Ar,3,405.989,0.003,405.984,0.003,3,,,0,1,,,
Ar,2,,,406.050290,,,3.2e+03,E,3/2,1/2,,,
Ar,2,406.51114,0.00003,406.511110,0.000007,3,1.1e+06,C,3/2,3/2,,,
Ar,2,407.07837,0.00008,407.07839,0.00003,10,,,3/2,1/2,,,
Ar,2,407.20043,0.00001,407.200431,0.000005,708,5.8e+07,B,5/2,5/2,,,
Ar,2,407.23843,0.00001,407.238432,0.000005,178,,,5/2,3/2,,,
Ar,2,407.66282,0.00002,407.662819,0.000007,85,8.e+07,D,1/2,1/2,,,
Ar,2,407.69432,0.00002,407.694294,0.000005,47,9.9e+07,D,3/2,1/2,,,
Ar,2,407.95734,0.00001,407.957339,0.000005,100,1.19e+07,B,5/2,3/2,,,
Ar,2,408.06359,0.00001,408.063589,0.000013,85,,,1/2,3/2,,,
Ar,2,408.07022,0.00003,408.070213,0.000018,40,,,1/2,1/2,,,
Ar,2,408.23868,0.00001,408.238680,0.000007,76,2.9e+06,B+,5/2,5/2,,,
Ar,2,408.3466,0.0008,408.347624,0.000018,1,,,5/2,7/2,,,
Ar,3,408.88914,0.00018,408.88911,0.00017,7,,,1,2,,,
Ar,2,409.71351,0.00003,409.713543,0.000014,28,,,1/2,3/2,,,
Ar,2,409.72033,0.00008,409.720221,0.000020,12,,,1/2,1/2,,,
Ar,3,409.819,0.003,409.81514,0.00008,4,,,2,1,,,
Ar,2,409.94554,0.00008,409.945565,0.000009,11,,,1/2,1/2,,,
Ar,2,410.38323,0.00001,410.383222,0.000004,158,1.3e+08,D,5/2,3/2,,,
Ar,2,410.39118,0.00001,410.391181,0.000007,447,1.2e+08,D,7/2,5/2,,,
Ar,2,411.28151,0.00003,411.281487,0.000004,513bl,1.1e+06,B,3/2,3/2,,,
Ar,2,411.4487,0.0008,411.448850,0.000020,2,,,5/2,5/2,,,
Ar,2,411.63756,0.00012,411.637493,0.000017,8,,,5/2,7/2,,,
Ar,2,412.4058,0.0008,412.406120,0.000014,1,,,3/2,5/2,,,
Ar,3,412.719,0.003,412.7228,0.0007,4,,,1,0,,,
Ar,2,412.86399,0.00005,412.863985,0.000006,18,1.4e+06,B,7/2,5/2,,,
Ar,2,412.96820,0.00007,412.968211,0.000006,12,,,1/2,1/2,,,
Ar,2,413.17232,0.00001,413.172327,0.000007,891,8.5e+07,B,3/2,1/2,,,
Ar,2,414.4245,0.0003,414.42441,0.00003,5,,,1/2,1/2,,,
Ar,3,414.660,0.004,414.66313,0.00007,,,,2,2,,,
Ar,2,414.7377,0.0008,414.738177,0.000007,2,1.8e+04,E,1/2,1/2,,,
Ar,3,414.903,0.003,414.9063,0.0007,3,,,1,1,,,
Ar,2,415.2909,0.0008,415.2909,0.0009,0.5,,,5/2,7/2,,,
Ar,2,415.60854,0.00002,415.608541,0.000007,60,3.9e+07,D,3/2,3/2,,,
Ar,1,415.8590,,415.859070,,400,1.40e+06,B,2,2,,,
Ar,2,416.251,0.002,416.25085,0.00003,0,,,5/2,7/2,,,
